instance sat family size gpgnode/vbbjdpd flint/vbbjdpdfad gpgnode/vbbjdpdnocad
g39-g43 0 2 128 0 0 0
g39-g44 0 2 128 0 0 0
g39-g45 0 2 128 0 0 0
g39-g46 0 2 128 3232 3200 4098
g39-g47 0 2 128 3365 3332 4235
g39-g48 0 2 128 8753 8703 9465
g39-g49 -1 2 128 1000000000 1000000000 1000000000
g39-g50 1 2 128 1000000000 1000000000 1000000000
g4-g10 0 2 41 0 0 0
g4-g11 0 2 42 0 0 0
g4-g12 0 2 48 0 0 0
g4-g13 0 2 49 0 0 0
g4-g14 0 2 50 0 0 0
g4-g15 1 2 50 11 11 11
g4-g16 0 2 53 0 0 0
g4-g20 0 2 64 2081 2081 1306113
g4-g21 1 2 64 11 11 11
g4-g22 0 2 67 0 0 0
g4-g23 1 2 73 11 11 11
g4-g25 1 2 75 11 11 11
g4-g26 1 2 80 11 11 11
g4-g27 1 2 86 11 11 11
g4-g28 0 2 97 0 0 0
g4-g29 0 2 100 88 88 3583
g4-g30 0 2 100 85 85 3415
g4-g31 0 2 100 134 134 5727
g4-g32 1 2 100 11 11 11
g4-g33 0 2 101 0 0 0
g4-g37 0 2 120 0 0 0
g4-g38 0 2 121 0 0 0
g4-g40 1 2 121 11 11 11
g4-g41 0 2 128 0 0 0
g4-g42 0 2 128 0 0 0
g4-g43 1 2 128 11 11 11
g4-g44 0 2 128 111 111 5316
g4-g45 0 2 128 110 110 5282
g4-g46 0 2 128 13 13 511
g4-g47 0 2 128 13 13 545
g4-g48 0 2 128 28 28 897
g4-g49 1 2 128 5546 5546 118043
g4-g5 0 2 11 0 0 0
g4-g50 1 2 128 11 11 11
g4-g6 0 2 19 0 0 0
g4-g7 0 2 20 0 0 0
g4-g9 0 2 37 0 0 0
g40-g50 0 2 128 0 0 0
g41-g42 0 2 128 0 0 0
g41-g43 0 2 128 0 0 0
g41-g44 0 2 128 0 0 0
g41-g45 0 2 128 0 0 0
g41-g46 0 2 128 1765 1746 3667
g41-g47 0 2 128 1953 1933 3799
g41-g48 0 2 128 5062 4992 7112
g41-g49 0 2 128 1000000000 1000000000 1000000000
g41-g50 -1 2 128 1000000000 1000000000 1000000000
g42-g43 0 2 128 0 0 0
g42-g44 0 2 128 0 0 0
g42-g45 0 2 128 0 0 0
g42-g46 0 2 128 7 7 489
g42-g47 0 2 128 7 7 527
g42-g48 0 2 128 30 30 876
g42-g49 -1 2 128 1000000000 1000000000 1000000000
g42-g50 -1 2 128 1000000000 1000000000 1000000000
g43-g44 0 2 128 0 0 0
g43-g45 0 2 128 0 0 0
g43-g50 -1 2 128 1000000000 1000000000 1000000000
g44-g45 0 2 128 0 0 0
g44-g50 0 2 128 0 0 0
g45-g50 0 2 128 0 0 0
g46-g47 0 2 128 0 0 0
g46-g48 1 2 128 129 129 129
g46-g50 0 2 128 0 0 0
g47-g48 0 2 128 0 0 0
g47-g50 0 2 128 0 0 0
g48-g50 0 2 128 0 0 0
g49-g50 -1 2 128 1000000000 1000000000 1000000000
g5-g11 0 2 42 0 0 0
g5-g12 0 2 48 0 0 0
g5-g13 1 2 49 12 12 12
g5-g14 1 2 50 15 15 25
g5-g15 1 2 50 12 12 12
g5-g16 0 2 53 1439 1439 5967
g5-g20 1 2 64 12 12 12
g5-g21 1 2 64 12 12 12
g5-g22 1 2 67 16 16 16
g5-g23 1 2 73 12 12 12
g5-g25 1 2 75 12 12 12
g5-g26 1 2 80 12 12 12
g5-g27 1 2 86 12 12 12
g5-g28 0 2 97 0 0 0
g5-g29 1 2 100 12 12 12
g5-g30 1 2 100 12 12 12
g5-g31 1 2 100 12 12 12
g5-g32 1 2 100 12 12 12
g5-g33 0 2 101 267 267 267
g5-g37 1 2 120 26 26 118780
g5-g38 0 2 121 0 0 0
g5-g40 1 2 121 12 12 12
g5-g41 1 2 128 12 12 12
g5-g42 1 2 128 12 12 12
g5-g43 1 2 128 12 12 12
g5-g44 1 2 128 12 12 12
g5-g45 1 2 128 13 13 13
g5-g46 1 2 128 340 340 458
g5-g47 1 2 128 1243 1243 1832
g5-g48 1 2 128 12 12 69
g5-g49 1 2 128 12 12 12
g5-g50 1 2 128 12 12 12
g5-g6 0 2 19 0 0 0
g5-g7 0 2 20 0 0 0
g6-g11 0 2 42 0 0 0
g6-g12 0 2 48 0 0 0
g6-g13 1 2 49 1314 1314 3014
g6-g14 1 2 50 991 903 3595
g6-g15 1 2 50 11389 1138 30527
g6-g16 1 2 53 66 65 290
g6-g20 1 2 64 20 20 20
g6-g21 1 2 64 20 20 20
g6-g22 0 2 67 1 1 449391
g6-g23 1 2 73 22 22 78013
g6-g25 1 2 75 84200 74266 36982647
g6-g26 1 2 80 80 64 279661
g6-g27 1 2 86 20 20 20
g6-g28 0 2 97 0 0 0
g6-g29 1 2 100 20 20 21
g6-g30 1 2 100 24 24 27
g6-g31 1 2 100 24 24 26
g6-g32 1 2 100 20 20 20
g6-g33 0 2 101 2 2 2
g6-g37 1 2 120 25 25 43
g6-g38 0 2 121 0 0 0
g6-g40 1 2 121 20 20 20
g6-g41 0 2 128 1 1 1
g6-g42 0 2 128 224 163 4274920
g6-g43 1 2 128 20 20 20
g6-g44 1 2 128 20 20 20
g6-g45 1 2 128 20 20 20
g6-g46 1 2 128 144 144 175
g6-g47 1 2 128 145 145 175
g6-g48 1 2 128 57 57 67
g6-g49 1 2 128 20 20 20
g6-g50 1 2 128 20 20 20
g6-g7 0 2 20 0 0 0
g7-g11 0 2 42 0 0 0
g7-g12 0 2 48 0 0 0
g7-g13 0 2 49 0 0 0
g7-g14 0 2 50 0 0 0
g7-g15 0 2 50 0 0 0
g7-g16 0 2 53 0 0 0
g7-g20 0 2 64 30161 30161 7552193
g7-g21 1 2 64 21 21 21
g7-g22 0 2 67 0 0 0
g7-g23 0 2 73 0 0 0
g7-g25 0 2 75 0 0 0
g7-g26 0 2 80 0 0 0
g7-g27 0 2 86 0 0 0
g7-g28 0 2 97 0 0 0
g7-g29 0 2 100 2038 2038 256930
g7-g30 0 2 100 2007 2007 243866
g7-g31 0 2 100 3151 3151 569503
g7-g32 1 2 100 21 21 21
g7-g33 0 2 101 0 0 0
g7-g37 0 2 120 0 0 0
g7-g38 1 2 121 21 21 21
g7-g40 1 2 121 30889 29458 965444
g7-g41 0 2 128 0 0 0
g7-g42 0 2 128 0 0 0
g7-g43 0 2 128 40481657240 30620830852 1000000000
g7-g44 0 2 128 1922 1922 371585
g7-g45 0 2 128 1850 1850 358143
g7-g46 0 2 128 393 393 27981
g7-g47 0 2 128 391 391 27627
g7-g48 0 2 128 865 865 52070
g7-g49 0 2 128 5120134 3566158 42360428852
g7-g50 1 2 128 21 21 21
g8-g10 0 2 41 0 0 0
g8-g11 0 2 42 0 0 0
g8-g12 0 2 48 0 0 0
g8-g13 0 2 49 4434 3426 682782
g8-g14 0 2 50 20 16 56770
g8-g15 0 2 50 419299 377060 7633113
g8-g16 1 2 53 108 98 9697
g8-g19 0 2 64 0 0 0
g8-g20 1 2 64 31 31 31
g8-g21 1 2 64 31 31 31
g8-g22 0 2 67 1 1 67702
g8-g23 0 2 73 919753 871851 21784764
g8-g25 0 2 75 0 0 0
g8-g26 0 2 80 613361 519261 95537080
g8-g27 1 2 86 83601 82680 1393795
g8-g28 0 2 97 0 0 0
g8-g29 1 2 100 1566 1563 1822
g8-g30 1 2 100 4584 4580 5308
g8-g31 1 2 100 1137 1137 1320
g8-g32 1 2 100 31 31 31
g8-g33 0 2 101 0 0 0
g8-g35 0 2 120 0 0 0
g8-g36 0 2 120 0 0 0
g8-g37 1 2 120 2921 2563 695473
g8-g38 0 2 121 0 0 0
g8-g40 1 2 121 31 31 31
g8-g41 0 2 128 0 0 0
g8-g42 0 2 128 121 80 82766
g8-g43 1 2 128 31 31 31
g8-g44 1 2 128 125 125 132
g8-g45 1 2 128 129 129 136
g8-g46 0 2 128 204794 204234 251524
g8-g47 0 2 128 200472 199712 246430
g8-g48 0 2 128 1692961 1690037 2059102
g8-g49 1 2 128 4993 4993 5390
g8-g50 1 2 128 31 31 31
g8-g9 0 2 37 0 0 0
g9-g10 0 2 41 0 0 0
g9-g11 0 2 42 0 0 0
g9-g12 0 2 48 0 0 0
g9-g13 0 2 49 0 0 0
g9-g14 0 2 50 0 0 0
g9-g15 0 2 50 17444206 93 50447003
g9-g16 0 2 53 3 3 3636
g9-g20 1 2 64 47 47 73
g9-g21 1 2 64 32 32 32
g9-g22 0 2 67 1 1 13567
g9-g23 1 2 73 280 280 790301
g9-g25 0 2 75 0 0 0
g9-g26 1 2 80 119 119 12362
g9-g27 1 2 86 42287 42287 945994
g9-g28 0 2 97 0 0 0
g9-g29 0 2 100 98724 98704 653611
g9-g30 0 2 100 90037 90016 645575
g9-g31 0 2 100 454459 454426 2162200
g9-g32 1 2 100 32 32 32
g9-g33 0 2 101 0 0 0
g9-g37 0 2 120 167 171 2036447
g9-g38 0 2 121 0 0 0
g9-g40 1 2 121 32 32 32
g9-g41 0 2 128 0 0 0
g9-g42 0 2 128 41 34 151284
g9-g43 1 2 128 32 32 35
g9-g44 0 2 128 4087671 4087628 26782909
g9-g45 0 2 128 3816025 3816069 26093840
g9-g46 0 2 128 178 166 1011
g9-g47 0 2 128 177 163 1010
g9-g48 0 2 128 755 743 2211
g9-g49 1 2 128 32 32 32
g9-g50 1 2 128 32 32 32
images-CVIU11-1-119 0 8 5376 1 1 1
images-CVIU11-1-131 0 8 2645 0 0 0
images-CVIU11-1-50 0 8 5306 0 0 0
images-CVIU11-1-81 0 8 3455 1 1 1
images-CVIU11-10-110 0 8 2666 0 0 0
images-CVIU11-10-139 0 8 2051 0 0 0
images-CVIU11-10-20 0 8 4682 0 0 0
images-CVIU11-10-50 0 8 5306 0 0 0
images-CVIU11-10-58 0 8 2365 1 1 1
images-CVIU11-10-60 0 8 3476 0 0 0
images-CVIU11-10-93 0 8 3915 1 1 1
images-CVIU11-11-4 0 8 4104 8 8 99
images-CVIU11-11-72 0 8 4314 9 9 131
images-CVIU11-11-8 0 8 3501 2 2 31
images-CVIU11-12-115 0 8 3615 1 1 4
images-CVIU11-12-137 0 8 1765 1 1 4
images-CVIU11-12-141 0 8 2036 1 1 1
images-CVIU11-12-4 0 8 4104 1 1 3
images-CVIU11-13-11 0 8 2362 0 0 0
images-CVIU11-13-118 0 8 3502 0 0 0
images-CVIU11-13-128 0 8 4476 0 0 0
images-CVIU11-13-13 0 8 3947 0 0 0
images-CVIU11-13-30 0 8 4854 0 0 0
images-CVIU11-13-46 0 8 3794 0 0 0
images-CVIU11-13-7 0 8 4754 0 0 0
images-CVIU11-14-106 0 8 3615 0 0 0
images-CVIU11-14-146 0 8 4549 1 1 1
images-CVIU11-14-16 0 8 2185 0 0 0
images-CVIU11-14-31 0 8 4105 0 0 0
images-CVIU11-14-63 0 8 4373 0 0 0
images-CVIU11-14-96 0 8 2944 0 0 0
images-CVIU11-15-146 0 8 4549 4 4 62
images-CVIU11-16-143 0 8 2450 0 0 0
images-CVIU11-16-37 0 8 5352 0 0 0
images-CVIU11-16-55 0 8 2607 0 0 0
images-CVIU11-17-107 0 8 3132 1 1 1
images-CVIU11-17-14 0 8 1845 0 0 0
images-CVIU11-17-82 0 8 4058 0 0 0
images-CVIU11-18-137 0 8 1765 0 0 0
images-CVIU11-18-139 0 8 2051 1 1 1
images-CVIU11-18-27 0 8 3551 0 0 0
images-CVIU11-18-33 0 8 5714 1 1 1
images-CVIU11-18-82 0 8 4058 1 1 1
images-CVIU11-18-85 0 8 4680 1 1 1
images-CVIU11-19-129 0 8 1751 3 3 8
images-CVIU11-19-131 0 8 2645 1 1 6
images-CVIU11-2-24 0 8 1478 0 0 0
images-CVIU11-2-33 0 8 5714 2 2 4
images-CVIU11-2-50 0 8 5306 0 0 0
images-CVIU11-2-54 0 8 2754 0 0 0
images-CVIU11-2-60 0 8 3476 0 0 0
images-CVIU11-2-63 0 8 4373 0 0 0
images-CVIU11-2-79 0 8 2319 2 2 6
images-CVIU11-20-134 0 8 3182 39 39 45
images-CVIU11-20-31 0 8 4105 19 19 61
images-CVIU11-20-46 0 8 3794 45 45 46
images-CVIU11-20-72 0 8 4314 38 36 85
images-CVIU11-20-88 0 8 4497 30 30 73
images-CVIU11-21-102 0 8 2626 0 0 0
images-CVIU11-21-119 0 8 5376 1 1 1
images-CVIU11-21-9 0 8 3426 0 0 0
images-CVIU11-22-100 0 8 1764 0 0 0
images-CVIU11-22-107 0 8 3132 0 0 0
images-CVIU11-22-110 0 8 2666 0 0 0
images-CVIU11-22-118 0 8 3502 0 0 0
images-CVIU11-22-12 0 8 3974 0 0 0
images-CVIU11-23-113 0 8 2877 0 0 0
images-CVIU11-23-143 0 8 2450 1 1 1
images-CVIU11-23-48 0 8 2867 1 1 1
images-CVIU11-24-113 0 8 2877 0 0 0
images-CVIU11-24-49 0 8 3737 1 1 4
images-CVIU11-24-5 0 8 5182 1 1 3
images-CVIU11-24-77 0 8 5732 6 6 21
images-CVIU11-25-139 0 8 2051 0 0 0
images-CVIU11-25-61 0 8 4779 0 0 0
images-CVIU11-25-66 0 8 2657 0 0 0
images-CVIU11-25-70 0 8 5232 0 0 0
images-CVIU11-25-77 0 8 5732 0 0 0
images-CVIU11-25-97 0 8 2930 0 0 0
images-CVIU11-26-106 0 8 3615 0 0 0
images-CVIU11-26-129 1 8 1751 71 71 71
images-CVIU11-26-138 0 8 5530 0 0 0
images-CVIU11-26-15 0 8 1385 0 0 0
images-CVIU11-26-57 0 8 5944 0 0 0
images-CVIU11-26-70 0 8 5232 0 0 0
images-CVIU11-26-71 0 8 4700 0 0 0
images-CVIU11-26-75 0 8 5528 0 0 0
images-CVIU11-26-77 0 8 5732 0 0 0
images-CVIU11-26-78 0 8 5489 0 0 0
images-CVIU11-27-125 0 8 4490 0 0 0
images-CVIU11-27-137 0 8 1765 0 0 0
images-CVIU11-27-144 0 8 3449 0 0 0
images-CVIU11-27-17 0 8 4361 0 0 0
images-CVIU11-27-36 0 8 3115 0 0 0
images-CVIU11-28-130 0 8 1721 0 0 0
images-CVIU11-28-135 0 8 2888 0 0 0
images-CVIU11-28-99 0 8 4377 0 0 0
images-CVIU11-29-107 0 8 3132 0 0 0
images-CVIU11-29-112 0 8 2526 0 0 0
images-CVIU11-29-114 0 8 2124 0 0 0
images-CVIU11-29-116 0 8 5710 0 0 0
images-CVIU11-29-12 0 8 3974 0 0 0
images-CVIU11-29-21 0 8 3875 0 0 0
images-CVIU11-29-3 0 8 4501 0 0 0
images-CVIU11-29-39 0 8 3218 0 0 0
images-CVIU11-29-75 0 8 5528 0 0 0
images-CVIU11-29-76 1 8 5763 23 23 23
images-CVIU11-29-79 0 8 2319 0 0 0
images-CVIU11-29-8 0 8 3501 0 0 0
images-CVIU11-29-82 0 8 4058 0 0 0
images-CVIU11-3-106 0 8 3615 6 5 28
images-CVIU11-3-138 0 8 5530 1 1 19
images-CVIU11-3-37 0 8 5352 15 12 68
images-CVIU11-3-48 0 8 2867 11 10 25
images-CVIU11-3-56 0 8 2308 2 2 31
images-CVIU11-3-74 0 8 5448 3 2 45
images-CVIU11-30-1 0 8 4212 1 1 1
images-CVIU11-30-11 0 8 2362 1 1 1
images-CVIU11-30-115 0 8 3615 1 1 1
images-CVIU11-30-12 0 8 3974 1 1 1
images-CVIU11-30-42 0 8 3834 1 1 1
images-CVIU11-30-66 0 8 2657 1 1 1
images-CVIU11-31-105 0 8 4159 0 0 0
images-CVIU11-31-109 0 8 4342 0 0 0
images-CVIU11-31-26 0 8 2123 0 0 0
images-CVIU11-31-31 0 8 4105 0 0 0
images-CVIU11-31-39 0 8 3218 0 0 0
images-CVIU11-33-109 0 8 4342 0 0 0
images-CVIU11-33-59 0 8 4838 0 0 0
images-CVIU11-33-71 0 8 4700 0 0 0
images-CVIU11-33-86 0 8 3696 0 0 0
images-CVIU11-33-88 0 8 4497 0 0 0
images-CVIU11-33-93 0 8 3915 0 0 0
images-CVIU11-34-106 0 8 3615 0 0 0
images-CVIU11-34-135 0 8 2888 0 0 0
images-CVIU11-34-88 0 8 4497 0 0 0
images-CVIU11-34-9 0 8 3426 0 0 0
images-CVIU11-35-141 0 8 2036 0 0 0
images-CVIU11-35-68 0 8 5540 0 0 0
images-CVIU11-36-11 0 8 2362 1 1 3
images-CVIU11-36-112 0 8 2526 1 1 3
images-CVIU11-36-140 0 8 2299 1 1 2
images-CVIU11-37-140 0 8 2299 0 0 0
images-CVIU11-37-146 0 8 4549 1 1 2
images-CVIU11-37-41 0 8 3632 1 1 2
images-CVIU11-37-54 0 8 2754 1 1 3
images-CVIU11-37-70 0 8 5232 1 1 6
images-CVIU11-37-84 0 8 1072 0 0 0
images-CVIU11-38-1 0 8 4212 0 0 0
images-CVIU11-38-10 0 8 3506 0 0 0
images-CVIU11-38-131 0 8 2645 0 0 0
images-CVIU11-38-23 0 8 4264 1 1 2
images-CVIU11-38-71 0 8 4700 1 1 1
images-CVIU11-38-78 0 8 5489 1 1 2
images-CVIU11-39-107 0 8 3132 0 0 0
images-CVIU11-39-114 0 8 2124 0 0 0
images-CVIU11-39-37 0 8 5352 0 0 0
images-CVIU11-39-68 0 8 5540 0 0 0
images-CVIU11-39-80 0 8 2734 0 0 0
images-CVIU11-4-42 0 8 3834 0 0 0
images-CVIU11-4-50 0 8 5306 0 0 0
images-CVIU11-40-126 0 8 1342 0 0 0
images-CVIU11-40-136 0 8 3109 0 0 0
images-CVIU11-40-139 0 8 2051 0 0 0
images-CVIU11-40-23 0 8 4264 1 1 1
images-CVIU11-40-46 0 8 3794 0 0 0
images-CVIU11-40-8 0 8 3501 1 1 1
images-CVIU11-41-113 0 8 2877 1 1 1
images-CVIU11-41-4 0 8 4104 1 1 1
images-CVIU11-41-86 0 8 3696 1 1 6
images-CVIU11-41-88 0 8 4497 1 1 9
images-CVIU11-42-112 0 8 2526 1 1 1
images-CVIU11-42-122 0 8 3315 0 0 0
images-CVIU11-42-53 0 8 2639 0 0 0
images-CVIU11-42-68 0 8 5540 1 1 1
images-CVIU11-42-78 0 8 5489 1 1 1
images-CVIU11-42-80 0 8 2734 0 0 0
images-CVIU11-42-88 0 8 4497 1 1 1
images-CVIU11-43-112 0 8 2526 7 7 10
images-CVIU11-43-65 0 8 3468 11 11 13
images-CVIU11-43-76 0 8 5763 3 3 10
images-CVIU11-44-119 0 8 5376 0 0 0
images-CVIU11-44-20 0 8 4682 0 0 0
images-CVIU11-44-84 0 8 1072 0 0 0
images-CVIU11-44-98 0 8 2005 0 0 0
images-CVIU11-5-134 0 8 3182 0 0 0
images-CVIU11-5-19 0 8 5916 0 0 0
images-CVIU11-5-62 0 8 5025 1 1 1
images-CVIU11-6-119 0 8 5376 0 0 0
images-CVIU11-6-25 0 8 2778 0 0 0
images-CVIU11-6-58 0 8 2365 0 0 0
images-CVIU11-7-56 0 8 2308 3 3 4
images-CVIU11-7-96 0 8 2944 7 8 10
images-CVIU11-8-120 0 8 4301 0 0 0
images-CVIU11-8-129 0 8 1751 0 0 0
images-CVIU11-8-130 0 8 1721 0 0 0
images-CVIU11-8-20 0 8 4682 0 0 0
images-CVIU11-8-68 0 8 5540 0 0 0
images-CVIU11-8-83 0 8 4293 0 0 0
images-CVIU11-9-110 0 8 2666 1 1 1
meshes-CVIU11-1-106 0 10 969 0 0 0
meshes-CVIU11-1-120 0 10 794 0 0 0
meshes-CVIU11-1-149 0 10 1439 0 0 0
meshes-CVIU11-1-170 0 10 938 0 0 0
meshes-CVIU11-1-175 0 10 286 0 0 0
meshes-CVIU11-1-187 0 10 4034 0 0 0
meshes-CVIU11-1-188 0 10 1827 0 0 0
meshes-CVIU11-1-20 0 10 1830 0 0 0
meshes-CVIU11-1-205 0 10 963 0 0 0
meshes-CVIU11-1-206 0 10 5357 0 0 0
meshes-CVIU11-1-220 0 10 300 0 0 0
meshes-CVIU11-1-223 0 10 2431 0 0 0
meshes-CVIU11-1-225 0 10 3303 0 0 0
meshes-CVIU11-1-250 0 10 529 0 0 0
meshes-CVIU11-1-278 0 10 364 0 0 0
meshes-CVIU11-1-279 0 10 600 0 0 0
meshes-CVIU11-1-282 0 10 1816 0 0 0
meshes-CVIU11-1-283 0 10 4142 0 0 0
meshes-CVIU11-1-294 0 10 1929 0 0 0
meshes-CVIU11-1-305 0 10 844 0 0 0
meshes-CVIU11-1-314 0 10 5183 0 0 0
meshes-CVIU11-1-318 0 10 4127 0 0 0
meshes-CVIU11-1-34 0 10 2948 0 0 0
meshes-CVIU11-1-357 0 10 411 0 0 0
meshes-CVIU11-1-360 0 10 3302 0 0 0
meshes-CVIU11-1-368 0 10 2288 0 0 0
meshes-CVIU11-1-37 0 10 415 0 0 0
meshes-CVIU11-1-397 0 10 2968 0 0 0
meshes-CVIU11-1-410 0 10 358 0 0 0
meshes-CVIU11-1-424 0 10 2229 0 0 0
meshes-CVIU11-1-431 0 10 3671 0 0 0
meshes-CVIU11-1-461 0 10 5613 0 0 0
meshes-CVIU11-1-466 0 10 282 0 0 0
meshes-CVIU11-1-489 0 10 3790 0 0 0
meshes-CVIU11-1-511 0 10 3670 0 0 0
meshes-CVIU11-1-63 0 10 1001 0 0 0
meshes-CVIU11-1-88 0 10 728 0 0 0
meshes-CVIU11-2-100 0 10 5008 0 0 0
meshes-CVIU11-2-108 0 10 1641 0 0 0
meshes-CVIU11-2-11 0 10 534 0 0 0
meshes-CVIU11-2-121 0 10 290 0 0 0
meshes-CVIU11-2-13 0 10 1380 0 0 0
meshes-CVIU11-2-137 0 10 1506 0 0 0
meshes-CVIU11-2-177 0 10 733 0 0 0
meshes-CVIU11-2-211 0 10 935 0 0 0
meshes-CVIU11-2-223 0 10 2431 0 0 0
meshes-CVIU11-2-233 0 10 1213 0 0 0
meshes-CVIU11-2-245 0 10 838 0 0 0
meshes-CVIU11-2-246 0 10 1726 0 0 0
meshes-CVIU11-2-248 0 10 1247 0 0 0
meshes-CVIU11-2-267 0 10 2604 0 0 0
meshes-CVIU11-2-3 0 10 400 0 0 0
meshes-CVIU11-2-300 0 10 1387 0 0 0
meshes-CVIU11-2-304 0 10 855 0 0 0
meshes-CVIU11-2-305 0 10 844 0 0 0
meshes-CVIU11-2-317 0 10 485 0 0 0
meshes-CVIU11-2-321 0 10 1809 0 0 0
meshes-CVIU11-2-324 0 10 847 0 0 0
meshes-CVIU11-2-349 0 10 759 0 0 0
meshes-CVIU11-2-35 0 10 808 0 0 0
meshes-CVIU11-2-353 0 10 3436 0 0 0
meshes-CVIU11-2-354 0 10 843 0 0 0
meshes-CVIU11-2-365 0 10 935 0 0 0
meshes-CVIU11-2-447 0 10 3497 0 0 0
meshes-CVIU11-2-449 0 10 2917 0 0 0
meshes-CVIU11-2-462 0 10 526 0 0 0
meshes-CVIU11-2-484 0 10 3787 0 0 0
meshes-CVIU11-2-487 0 10 4278 0 0 0
meshes-CVIU11-2-493 0 10 1383 0 0 0
meshes-CVIU11-2-503 0 10 1671 0 0 0
meshes-CVIU11-2-511 0 10 3670 0 0 0
meshes-CVIU11-2-513 0 10 1467 0 0 0
meshes-CVIU11-2-52 0 10 777 0 0 0
meshes-CVIU11-2-54 0 10 1344 0 0 0
meshes-CVIU11-2-6 0 10 2040 0 0 0
meshes-CVIU11-2-76 0 10 3778 0 0 0
meshes-CVIU11-2-80 0 10 3249 0 0 0
meshes-CVIU11-3-100 0 10 5008 0 0 0
meshes-CVIU11-3-12 0 10 216 2 2 20
meshes-CVIU11-3-130 0 10 2512 0 0 0
meshes-CVIU11-3-139 0 10 5217 61 61 717
meshes-CVIU11-3-147 0 10 1654 0 0 0
meshes-CVIU11-3-151 0 10 886 0 0 0
meshes-CVIU11-3-158 1 10 3944 1000000000 1000000000 1000000000
meshes-CVIU11-3-16 0 10 1721 0 0 0
meshes-CVIU11-3-17 0 10 1678 0 0 0
meshes-CVIU11-3-190 0 10 870 0 0 0
meshes-CVIU11-3-193 0 10 2478 0 0 0
meshes-CVIU11-3-195 0 10 2964 0 0 0
meshes-CVIU11-3-213 1 10 409 1000000000 1000000000 1000000000
meshes-CVIU11-3-218 0 10 2200 2 2 339
meshes-CVIU11-3-220 0 10 300 0 0 0
meshes-CVIU11-3-23 0 10 1737 0 0 0
meshes-CVIU11-3-242 1 10 3195 1000000000 1000000000 1000000000
meshes-CVIU11-3-246 0 10 1726 11 11 63
meshes-CVIU11-3-251 0 10 416 5 5 36
meshes-CVIU11-3-289 0 10 285 2 2 5
meshes-CVIU11-3-290 0 10 262 2464 2428 7055
meshes-CVIU11-3-313 1 10 2559 1000000000 1000000000 1000000000
meshes-CVIU11-3-325 0 10 284 2 2 29
meshes-CVIU11-3-35 0 10 808 10 10 31
meshes-CVIU11-3-357 0 10 411 4 4 15
meshes-CVIU11-3-381 0 10 611 0 0 0
meshes-CVIU11-3-408 0 10 352 0 0 0
meshes-CVIU11-3-431 0 10 3671 0 0 0
meshes-CVIU11-3-434 1 10 3773 1000000000 1000000000 1000000000
meshes-CVIU11-3-448 0 10 2605 2 2 153
meshes-CVIU11-3-45 0 10 1395 7 7 90
meshes-CVIU11-3-457 0 10 1347 0 0 0
meshes-CVIU11-3-484 0 10 3787 4 4 177
meshes-CVIU11-3-501 0 10 3426 7 7 43
meshes-CVIU11-3-503 0 10 1671 64 64 68
meshes-CVIU11-3-511 0 10 3670 0 0 0
meshes-CVIU11-3-512 0 10 514 1000000000 1000000000 1000000000
meshes-CVIU11-3-513 0 10 1467 0 0 0
meshes-CVIU11-3-526 0 10 941 13 13 111
meshes-CVIU11-3-59 0 10 991 0 0 0
meshes-CVIU11-3-7 0 10 585 0 0 0
meshes-CVIU11-3-97 0 10 3478 2 2 14
meshes-CVIU11-3-98 0 10 4389 0 0 0
meshes-CVIU11-4-114 0 10 1064 0 0 0
meshes-CVIU11-4-129 0 10 4437 0 0 0
meshes-CVIU11-4-135 0 10 391 0 0 0
meshes-CVIU11-4-166 0 10 201 0 0 0
meshes-CVIU11-4-168 0 10 1341 0 0 0
meshes-CVIU11-4-206 0 10 5357 0 0 0
meshes-CVIU11-4-213 0 10 409 0 0 0
meshes-CVIU11-4-228 0 10 4233 0 0 0
meshes-CVIU11-4-248 0 10 1247 0 0 0
meshes-CVIU11-4-268 0 10 3686 0 0 0
meshes-CVIU11-4-311 0 10 4127 0 0 0
meshes-CVIU11-4-313 0 10 2559 0 0 0
meshes-CVIU11-4-325 0 10 284 0 0 0
meshes-CVIU11-4-341 0 10 527 0 0 0
meshes-CVIU11-4-387 0 10 1258 0 0 0
meshes-CVIU11-4-441 0 10 2727 0 0 0
meshes-CVIU11-4-45 0 10 1395 0 0 0
meshes-CVIU11-4-46 0 10 869 0 0 0
meshes-CVIU11-4-471 0 10 3557 0 0 0
meshes-CVIU11-4-487 0 10 4278 0 0 0
meshes-CVIU11-4-501 0 10 3426 0 0 0
meshes-CVIU11-4-80 0 10 3249 0 0 0
meshes-CVIU11-5-102 0 10 3259 0 0 0
meshes-CVIU11-5-115 0 10 545 0 0 0
meshes-CVIU11-5-121 0 10 290 0 0 0
meshes-CVIU11-5-147 0 10 1654 0 0 0
meshes-CVIU11-5-148 0 10 2409 0 0 0
meshes-CVIU11-5-163 0 10 1971 0 0 0
meshes-CVIU11-5-182 0 10 1072 0 0 0
meshes-CVIU11-5-188 0 10 1827 0 0 0
meshes-CVIU11-5-191 0 10 4882 2 2 33820
meshes-CVIU11-5-200 0 10 716 0 0 0
meshes-CVIU11-5-212 0 10 1697 0 0 0
meshes-CVIU11-5-216 0 10 716 0 0 0
meshes-CVIU11-5-223 0 10 2431 0 0 0
meshes-CVIU11-5-244 0 10 2108 0 0 0
meshes-CVIU11-5-283 0 10 4142 0 0 0
meshes-CVIU11-5-286 0 10 640 0 0 0
