instance sat family density lad ttvbbjdpd32g vbbjdpd vbbjdpdnosup vf2 abscon snd
si6-r001-m400.05 1 7 240 1008.846000 25 199 4957 100000000 2157.000 16386.000
si6-r001-m400.00 1 7 240 1073.836000 27 214 47 100000000 2208.000 13246.000
si6-r001-m400.04 1 7 240 2004.695000 25 199 989 100000000 2344.000 26565.000
si6-r001-m400.07 1 7 240 1580.759000 24 200 14 100000000 2598.000 21960.00
si6-r001-m400.06 1 7 240 767.883000 27 198 133 100000000 2358.000 10714.000
si6-r001-m400.02 1 7 240 1414.784000 27 196 20 100000000 2080.00 16781.000
si6-r001-m400.03 1 7 240 1290.803000 24 203 27 100000000 2198.000 19419.000
si6-r001-m400.08 1 7 240 2180.668000 33 191 17 100000000 2362.000 14328.000
si6-r001-m400.01 1 7 240 915.860000 28 215 22 100000000 2545.000 11062.000
si6-m4D-m625.00 1 5 375 321.951000 57 259 59 1 6313.000 26264.000
si6-m4D-m625.07 1 5 375 1517.769000 207 236 740 100000000 27040.00 87849.000
si6-m4D-m625.05 1 5 375 4713.283000 189 186 2513 100000000 51622.000 155058.000
si6-m4D-m625.08 1 5 375 451.931000 53 262 77 1 6736.000 24908.000
si6-m4D-m625.02 1 5 375 418.936000 55 264 60 1 6137.000 27839.000
si6-m4D-m625.03 1 5 375 23278.461000 306 3436 15397 100000000 45362.000 64077.000
si6-m4D-m625.04 1 5 375 259.960000 56 259 60 1 5972.000 23699.000
si6-m4D-m625.09 1 5 375 1683.744000 247 215 173 100000000 21593.000 55070.00
si6-m4D-m625.01 1 5 375 352.946000 55 280 69 1 6873.000 22038.000
si6-m4D-m625.06 1 5 375 1070.837000 123 177 50 100000000 22243.000 65829.000
si6-b09m-m800.02 1 4 480 296.954000 84 752 62 5 9702.000 63398.000
si6-b09m-m800.09 1 4 480 339.948000 77 510 63 4 10117.000 63162.000
si6-b09m-m800.04 1 4 480 203.968000 78 609 73 4 10088.000 69953.000
si6-b09m-m800.07 1 4 480 356.945000 97 1449 62 5 10122.000 69572.000
si6-b09m-m800.00 1 4 480 315.951000 75 437 59 4 10606.000 65204.000
si6-b09m-m800.05 1 4 480 198.969000 87 901 59 7 10599.000 64524.000
si6-b09m-m800.03 1 4 480 189.971000 77 589 61 4 11182.000 66186.000
si6-b09m-m800.01 1 4 480 200.969000 84 636 63 4 10468.000 69981.000
si6-b09m-m800.06 1 4 480 345.947000 88 959 75 5 10428.000 70295.000
si6-b09m-m800.08 1 4 480 327.950000 88 921 62 7 9871.000 64009.000
si4-m4Dr6-m1296.01 1 6 518 251.961000 111 630 96 11 13233.000 170473.000
si4-m4Dr6-m1296.07 1 6 518 2405.634000 126 1276 102 8 13384.000 253150.00
si4-m4Dr6-m1296.06 1 6 518 748.886000 112 640 96 7 14136.000 233461.000
si4-m4Dr6-m1296.02 1 6 518 423.935000 126 1076 137 7 12049.000 183726.000
si4-m4Dr6-m1296.08 1 6 518 286.956000 128 1050 136 10 15069.000 133254.000
si4-m4Dr6-m1296.03 1 6 518 373.943000 108 636 96 11 12651.000 198554.000
si4-m4Dr6-m1296.00 1 6 518 3209.512000 124 1402 109 7 13162.000 490613.000
si4-m4Dr6-m1296.09 1 6 518 776.881000 106 664 96 8 13834.000 215432.000
si4-m4Dr6-m1296.05 1 6 518 377.942000 110 614 95 6 15319.000 197468.000
si4-m4Dr6-m1296.04 1 6 518 279.957000 126 1094 141 11 13730.00 259652.000
si2-b06-m400.09 1 3 80 233.964000 24 56 5 0 907.000 2208.000
si2-b06-m400.02 1 3 80 447.931000 25 58 8 0 1282.000 2062.000
si2-b06-m400.00 1 3 80 305.953000 28 88 8 0 854.000 2144.000
si2-b06-m400.03 1 3 80 434.933000 25 64 8 0 898.000 2059.000
si2-b06-m400.07 1 3 80 325.950000 28 62 7 0 1120.00 2180.00
si2-b06-m400.04 1 3 80 226.965000 24 59 8 0 1355.000 2149.000
si2-b06-m400.05 1 3 80 435.933000 25 59 5 0 861.000 2279.000
si2-b06-m400.01 1 3 80 224.965000 23 94 5 0 1095.000 2063.000
si2-b06-m400.08 1 3 80 230.964000 24 58 6 0 1056.000 2625.000
si2-b06-m400.06 1 3 80 395.939000 27 56 8 0 1021.000 2124.000
si4-r01-m200.01 1 7 80 127265.652000 139 536 243 100000000 331970.00 366244.000
si4-r01-m200.08 1 7 80 338760.500000 1133 11681 8695 100000000 28334.000 487648.000
si4-r01-m200.03 1 7 80 41123.748000 203 1100 605 100000000 132796.000 254682.000
si4-r01-m200.04 1 7 80 126739.732000 205 991 528 100000000 330157.000 242652.000
si4-r01-m200.07 1 7 80 708036.362000 303 1086 918 100000000 210808.000 505355.000
si4-r01-m200.02 1 7 80 841814.024000 240 2070 1377 100000000 844510.00 935846.000
si4-r01-m200.05 1 7 80 1288495.118000 134 869 396 100000000 12000.0 25871.000
si4-r01-m200.06 1 7 80 22424.590000 182 535 243 100000000 37601.000 118308.000
si4-r01-m200.00 1 7 80 2651652.887000 417 3872 3041 100000000 254175.000 358452.000
si4-r01-m200.09 1 7 80 94507.632000 256 1184 711 100000000 89890.00 205296.000
si2-r001-m400.06 1 7 80 612375.904000 53 89 100000000 100000000 8676.000 44037.000
si2-r001-m400.08 1 7 80 11665.226000 33 56 532635 100000000 5922.000 30796.000
si2-r001-m400.09 1 7 80 41202.736000 30 8681 44082526 100000000 24857.000 9907.000
si2-r001-m400.01 1 7 80 342.947000 24 51 257669 100000000 1485.000 4070.00
si2-r001-m400.03 1 7 80 5844.111000 51 61 37763 100000000 13826.000 24023.000
si2-r001-m400.04 1 7 80 488.925000 24 6067 100000000 100000000 3695.000 6795.000
si2-r001-m400.05 1 7 80 1161.823000 27 121 100000000 100000000 3375.000 7760.00
si2-r001-m400.02 1 7 80 210.967000 33 47 100000000 100000000 1159.000 5627.000
si2-r001-m400.00 1 7 80 1405.786000 47 58 1283 100000000 1979.000 7346.000
si2-r001-m400.07 1 7 80 180503.559000 28 61 100000000 100000000 3776.000 15098.000
si4-b03m-m800.03 1 4 320 47.992000 54 163 26 2 4105.000 23279.000
si4-b03m-m800.05 1 4 320 67.989000 48 108 41 1 4312.000 21427.000
si4-b03m-m800.06 1 4 320 43.993000 67 287 26 1 3826.000 26318.000
si4-b03m-m800.01 1 4 320 84.987000 63 246 39 2 3684.000 25151.000
si4-b03m-m800.08 1 4 320 74.988000 53 152 38 1 4249.000 26359.000
si4-b03m-m800.09 1 4 320 48.992000 55 138 28 2 4136.000 25128.000
si4-b03m-m800.00 1 4 320 55.991000 54 163 38 1 3804.000 24052.000
si4-b03m-m800.02 1 4 320 47.992000 50 116 37 2 4388.000 21195.000
si4-b03m-m800.07 1 4 320 44.993000 55 153 38 1 3671.000 21867.000
si4-b03m-m800.04 1 4 320 81.987000 52 197 38 1 4522.000 22093.000
si2-r01-m200.03 1 7 40 29339575.706000 18460 135683 107475 100000000 230865.000 572876.000
si2-r01-m200.00 1 7 40 31810337.093000 153 1728 1022 100000000 811066.000 2110359.000
si2-r01-m200.05 1 7 40 57173546.299000 245 959 603 100000000 165762.000 196260.00
si2-r01-m200.01 1 7 40 210613.981000 683 5039 3789 100000000 487573.000 971365.000
si2-r01-m200.08 1 7 40 1312992.394000 102 119 2 100000000 532945.000 1510852.000
si2-r01-m200.06 1 7 40 2704485.855000 2954 26817 21701 100000000 1023045.000 1834033.000
si2-r01-m200.09 1 7 40 655543.342000 1811 21016 16434 100000000 1187681.000 1932408.000
si2-r01-m200.02 1 7 40 5156590.079000 390 1559 1130 100000000 602896.000 988399.000
si2-r01-m200.07 1 7 40 62276689.504000 435 3596 2640 100000000 66073.000 81410.00
si2-r01-m200.04 1 7 40 473616.999000 150 420 223 100000000 237960.00 398596.000
si2-r01-m400.04 1 7 80 100000000 8037 22311 13449 100000000 10129856.000 13465572.000
si2-r01-m400.00 1 7 80 100000000 1949 54575 36041 100000000 11216328.000 20029317.000
si2-r01-m400.07 1 7 80 100000000 56000 713271 488497 100000000 100000000 91831212.000
si2-r01-m400.09 1 7 80 100000000 8745 121123 83290 100000000 50509914.000 86328163.000
si2-r01-m400.01 1 7 80 100000000 7081 57864 39411 100000000 71131413.000 100000000
si2-r01-m400.03 1 7 80 100000000 2757 4294 1382 100000000 19386961.000 20994101.000
si2-r01-m400.02 1 7 80 100000000 18156 73474 50061 100000000 47657007.000 83773725.000
si2-r01-m400.05 1 7 80 100000000 21375 179522 122493 100000000 23128895.000 17694199.000
si2-r01-m400.06 1 7 80 100000000 16401 55072 36543 100000000 11607649.000 8417259.000
si2-r01-m400.08 1 7 80 53069369.229000 8073 18197 11100 100000000 48030164.000 76275033.000
si4-m4D-m625.09 1 5 250 197.969000 50 178 27 0 4495.000 16168.000
si4-m4D-m625.03 1 5 250 416.936000 60 205 28 0 3049.000 14904.000
si4-m4D-m625.07 1 5 250 540.917000 178 135 44 100000000 8064.000 28862.000
si4-m4D-m625.02 1 5 250 1730.736000 142 376 879 0 9449.000 31712.000
si4-m4D-m625.00 1 5 250 368.943000 51 189 28 0 2778.000 16970.00
si4-m4D-m625.01 1 5 250 1131.827000 191 182 143 100000000 33582.000 38714.000
si4-m4D-m625.04 1 5 250 142.978000 41 155 35 0 2917.000 16129.000
si4-m4D-m625.06 1 5 250 172.973000 49 182 29 0 2878.000 19125.000
si4-m4D-m625.08 1 5 250 872.867000 168 129 24 40923 11440.00 37729.000
si4-m4D-m625.05 1 5 250 343.947000 62 288 19 0 4395.000 14624.000
si6-m4Dr6-m256.05 1 6 153 33.994000 13 40 6 0 1246.000 2877.000
si6-m4Dr6-m256.04 1 6 153 42.993000 17 80 9 0 1583.000 2738.000
si6-m4Dr6-m256.03 1 6 153 13.997000 14 37 4 0 1240.00 3127.000
si6-m4Dr6-m256.02 1 6 153 22.996000 15 57 7 0 1483.000 2454.000
si6-m4Dr6-m256.08 1 6 153 23.996000 13 40 4 1 1243.000 2201.000
si6-m4Dr6-m256.00 1 6 153 40.993000 17 80 6 0 1253.000 2588.000
si6-m4Dr6-m256.09 1 6 153 12.998000 17 60 4 0 1065.000 2132.000
si6-m4Dr6-m256.07 1 6 153 19.996000 17 72 4 0 1146.000 3548.000
si6-m4Dr6-m256.06 1 6 153 13.997000 18 57 6 0 1046.000 2225.000
si6-m4Dr6-m256.01 1 6 153 20.996000 16 102 4 0 1333.000 2248.000
si6-b09-m400.07 1 3 240 1150.825000 136 304 18 0 3068.000 8205.000
si6-b09-m400.03 1 3 240 1949.703000 133 304 18 0 2431.000 8945.000
si6-b09-m400.04 1 3 240 1757.732000 134 305 19 0 2713.000 8592.000
si6-b09-m400.06 1 3 240 1365.792000 129 348 28 0 2453.000 8713.000
si6-b09-m400.05 1 3 240 1979.699000 133 313 19 0 2777.000 9899.000
si6-b09-m400.09 1 3 240 1190.818000 137 305 29 0 2474.000 8774.000
si6-b09-m400.02 1 3 240 1556.763000 134 305 27 0 3025.000 9962.000
si6-b09-m400.01 1 3 240 1179.820000 131 306 18 0 3056.000 9356.000
si6-b09-m400.08 1 3 240 1138.826000 135 304 18 0 2620.00 9253.000
si6-b09-m400.00 1 3 240 1779.729000 137 473 29 0 2515.000 8521.000
si6-b06-m400.03 1 3 240 756.884000 130 161 14 0 2148.000 6777.000
si6-b06-m400.08 1 3 240 1383.789000 120 160 14 0 2028.000 6876.000
si6-b06-m400.07 1 3 240 1131.827000 129 179 14 0 2000.0 7178.000
si6-b06-m400.04 1 3 240 1439.781000 127 160 14 0 2137.000 6787.000
si6-b06-m400.05 1 3 240 1434.781000 126 172 14 0 2197.000 6684.000
si6-b06-m400.06 1 3 240 744.886000 129 216 14 0 2566.000 6110.00
si6-b06-m400.02 1 3 240 1389.788000 129 160 14 0 2165.000 6367.000
si6-b06-m400.01 1 3 240 721.890000 128 176 17 0 2290.00 6827.000
si6-b06-m400.00 1 3 240 736.887000 131 160 15 0 2246.000 6566.000
si6-b06-m400.09 1 3 240 762.884000 131 161 14 0 2379.000 6942.000
si6-b03m-m200.04 1 4 120 4.999000 22 50 5 0 869.000 839.000
si6-b03m-m200.07 1 4 120 6.998000 11 10 3 0 767.000 915.000
si6-b03m-m200.08 1 4 120 7.998000 11 12 5 0 938.000 867.000
si6-b03m-m200.02 1 4 120 6.998000 13 14 2 0 788.000 854.000
si6-b03m-m200.03 1 4 120 8.998000 14 23 5 0 978.000 834.000
si6-b03m-m200.06 1 4 120 4.999000 14 14 3 0 796.000 832.000
si6-b03m-m200.01 1 4 120 8.998000 12 16 3 0 733.000 914.000
si6-b03m-m200.09 1 4 120 4.999000 17 17 2 0 827.000 804.000
si6-b03m-m200.00 1 4 120 5.999000 11 13 4 0 766.000 865.000
si6-b03m-m200.05 1 4 120 6.998000 14 15 2 0 799.000 828.000
si4-b06-m800.04 1 3 320 3403.482000 277 417 64 0 4554.000 28101.000
si4-b06-m800.00 1 3 320 4178.364000 306 421 43 0 4533.000 24749.000
si4-b06-m800.08 1 3 320 3627.448000 293 418 42 0 4549.000 24046.000
si4-b06-m800.05 1 3 320 6786.968000 295 417 44 1 4823.000 27172.000
si4-b06-m800.03 1 3 320 6846.959000 292 417 42 0 4467.000 24841.000
si4-b06-m800.06 1 3 320 3447.475000 286 417 47 0 4485.000 25151.000
si4-b06-m800.07 1 3 320 3538.462000 290 560 67 0 4457.000 25605.000
si4-b06-m800.01 1 3 320 3402.482000 299 419 43 0 4981.000 32867.000
si4-b06-m800.02 1 3 320 3377.486000 283 422 48 0 5739.000 25089.000
si4-b06-m800.09 1 3 320 3480.470000 301 419 43 1 4313.000 23704.000
si6-b09m-m200.07 1 4 120 13.997000 15 60 3 0 901.000 1505.000
si6-b09m-m200.06 1 4 120 23.996000 11 58 4 0 1013.000 1528.000
si6-b09m-m200.01 1 4 120 21.996000 17 109 3 0 1071.000 1486.000
si6-b09m-m200.08 1 4 120 15.997000 13 47 5 0 895.000 1544.000
si6-b09m-m200.00 1 4 120 21.996000 19 98 4 0 923.000 1532.000
si6-b09m-m200.09 1 4 120 11.998000 19 86 5 0 1009.000 1517.000
si6-b09m-m200.02 1 4 120 22.996000 19 135 4 0 1006.000 1628.000
si6-b09m-m200.05 1 4 120 12.998000 24 105 5 0 1065.000 1561.000
si6-b09m-m200.03 1 4 120 13.997000 11 41 3 0 999.000 1496.000
si6-b09m-m200.04 1 4 120 16.997000 14 69 4 0 954.000 1592.000
si4-b09m-m400.07 1 4 160 33.994000 23 192 8 0 1344.000 5702.000
si4-b09m-m400.06 1 4 160 58.991000 23 201 7 0 1378.000 5787.000
si4-b09m-m400.00 1 4 160 57.991000 18 100 12 1 1324.000 5763.000
si4-b09m-m400.08 1 4 160 32.994000 19 110 8 1 1735.000 5574.000
si4-b09m-m400.04 1 4 160 107.983000 19 116 8 0 1350.00 5853.000
si4-b09m-m400.09 1 4 160 32.994000 24 98 8 0 1602.000 6008.000
si4-b09m-m400.02 1 4 160 33.994000 28 165 7 0 1412.000 5957.000
si4-b09m-m400.03 1 4 160 32.994000 19 119 9 0 1357.000 5695.000
si4-b09m-m400.01 1 4 160 38.994000 21 98 8 0 1394.000 6212.000
si4-b09m-m400.05 1 4 160 58.991000 23 163 9 1 1497.000 5841.000
si6-m4Dr4-m1296.03 1 6 777 350.946000 190 1593 187 10 31031.000 337608.000
si6-m4Dr4-m1296.06 1 6 777 1137.827000 190 1660 235 10 36407.000 268384.000
si6-m4Dr4-m1296.04 1 6 777 477.927000 192 1402 180 10 37633.000 246813.000
si6-m4Dr4-m1296.01 1 6 777 338.948000 177 900 173 10 30814.000 393075.000
si6-m4Dr4-m1296.09 1 6 777 577.912000 199 1404 230 10 34906.000 341172.000
si6-m4Dr4-m1296.02 1 6 777 570.913000 179 1044 179 9 34967.000 476476.000
si6-m4Dr4-m1296.08 1 6 777 340.948000 176 881 171 10 35133.000 238876.000
si6-m4Dr4-m1296.05 1 6 777 715.891000 177 1059 220 10 33048.000 269042.000
si6-m4Dr4-m1296.07 1 6 777 489.925000 197 2051 176 10 31066.000 387306.000
si6-m4Dr4-m1296.00 1 6 777 381.941000 173 779 169 10 34889.000 252061.000
si6-b06-m200.09 1 3 120 113.982000 27 45 3 0 1219.000 1060.00
si6-b06-m200.03 1 3 120 207.968000 27 48 5 0 851.000 1016.000
si6-b06-m200.05 1 3 120 206.968000 27 40 3 0 954.000 1018.000
si6-b06-m200.00 1 3 120 207.968000 26 45 3 0 846.000 1001.000
si6-b06-m200.08 1 3 120 199.969000 24 41 3 0 1032.000 1113.000
si6-b06-m200.02 1 3 120 114.982000 27 40 5 0 869.000 1080.00
si6-b06-m200.06 1 3 120 114.982000 25 43 3 0 1087.000 1098.000
si6-b06-m200.04 1 3 120 106.983000 25 40 3 0 848.000 991.000
si6-b06-m200.01 1 3 120 112.982000 27 42 5 0 869.000 1037.000
si6-b06-m200.07 1 3 120 160.975000 28 57 3 0 816.000 1145.000
si4-m4Dr6-m625.02 1 6 250 54.991000 37 224 31 1 2624.000 29718.000
si4-m4Dr6-m625.06 1 6 250 743.886000 44 325 30 1 2606.000 26785.000
si4-m4Dr6-m625.03 1 6 250 256.960000 40 150 23 1 3075.000 31011.000
si4-m4Dr6-m625.07 1 6 250 1158.823000 38 174 71 1 2401.000 31266.000
si4-m4Dr6-m625.08 1 6 250 103.984000 37 129 20 1 2944.000 16494.000
si4-m4Dr6-m625.09 1 6 250 61.990000 38 149 30 1 2688.000 15484.000
si4-m4Dr6-m625.00 1 6 250 79.987000 38 142 19 1 2460.00 18463.000
si4-m4Dr6-m625.01 1 6 250 166.974000 41 140 20 1 2930.00 21767.000
si4-m4Dr6-m625.05 1 6 250 56.991000 38 140 20 2 3099.000 27751.000
si4-m4Dr6-m625.04 1 6 250 62.990000 43 246 19 3 2384.000 18771.000
si6-b06m-m200.09 1 4 120 8.998000 13 37 4 0 792.000 1314.000
si6-b06m-m200.02 1 4 120 13.997000 10 17 2 0 890.00 1212.000
si6-b06m-m200.05 1 4 120 8.998000 15 29 4 0 842.000 1329.000
si6-b06m-m200.00 1 4 120 14.997000 12 30 2 0 835.000 1405.000
si6-b06m-m200.07 1 4 120 14.997000 26 79 4 0 1077.000 1228.000
si6-b06m-m200.04 1 4 120 7.998000 13 29 4 0 850.00 1202.000
si6-b06m-m200.08 1 4 120 8.998000 12 29 4 0 1092.000 1161.000
si6-b06m-m200.06 1 4 120 9.998000 10 16 4 0 826.000 1506.000
si6-b06m-m200.03 1 4 120 12.998000 21 51 2 0 862.000 1261.000
si6-b06m-m200.01 1 4 120 7.998000 18 56 3 0 1089.000 1284.000
si6-m4Dr4-m256.05 1 6 153 32.994000 22 132 5 0 1040.00 2632.000
si6-m4Dr4-m256.03 1 6 153 81.987000 19 131 7 0 1091.000 2609.000
si6-m4Dr4-m256.02 1 6 153 12.998000 17 71 11 0 1056.000 2485.000
si6-m4Dr4-m256.01 1 6 153 21.996000 17 59 6 0 1065.000 2266.000
si6-m4Dr4-m256.08 1 6 153 122.981000 14 40 5 0 1549.000 4565.000
si6-m4Dr4-m256.09 1 6 153 70.989000 15 37 5 0 1085.000 2494.000
si6-m4Dr4-m256.07 1 6 153 39.993000 15 68 4 0 1044.000 2883.000
si6-m4Dr4-m256.06 1 6 153 40.993000 17 66 5 0 1296.000 2337.000
si6-m4Dr4-m256.04 1 6 153 11.998000 20 103 6 1 1013.000 3254.000
si6-m4Dr4-m256.00 1 6 153 47.992000 17 69 5 0 1158.000 2230.00
si4-r001-m600.01 1 7 240 10670.377000 74 473 39018 100000000 5205.000 36264.000
si4-r001-m600.08 1 7 240 28282.700000 155 540 267305 100000000 3811.000 34405.000
si4-r001-m600.02 1 7 240 32282.092000 122 546 6567 100000000 5198.000 48311.000
si4-r001-m600.07 1 7 240 7940.792000 48 472 3460 100000000 2951.000 26529.000
si4-r001-m600.05 1 7 240 4363.336000 69 491 114 100000000 4218.000 23781.000
si4-r001-m600.06 1 7 240 13742.910000 92 792 61583 100000000 8739.000 27308.000
si4-r001-m600.00 1 7 240 131809.961000 64 504 26391 100000000 3591.000 64496.000
si4-r001-m600.04 1 7 240 4675.289000 62 591 914 100000000 4743.000 44459.000
si4-r001-m600.09 1 7 240 6229.053000 108 474 3576 100000000 9751.000 30107.000
si4-r001-m600.03 1 7 240 211353.869000 114 464 93045 100000000 17530.00 95311.000
si2-b09m-m200.08 1 4 40 4.999000 20 53 2 0 722.000 796.000
si2-b09m-m200.06 1 4 40 8.998000 10 21 1 0 570.00 708.000
si2-b09m-m200.03 1 4 40 10.998000 15 29 2 0 588.000 758.000
si2-b09m-m200.09 1 4 40 9.998000 12 14 1 0 754.000 720.00
si2-b09m-m200.04 1 4 40 10.998000 14 33 2 0 739.000 894.000
si2-b09m-m200.00 1 4 40 6.998000 20 51 2 0 558.000 750.00
si2-b09m-m200.01 1 4 40 7.998000 11 21 1 0 677.000 736.000
si2-b09m-m200.05 1 4 40 7.998000 11 15 1 0 727.000 736.000
si2-b09m-m200.07 1 4 40 6.998000 14 25 1 0 589.000 785.000
si2-b09m-m200.02 1 4 40 9.998000 14 25 1 0 568.000 695.000
si6-b03-m200.01 1 3 120 52.991000 25 19 2 0 942.000 826.000
si6-b03-m200.03 1 3 120 62.990000 29 15 3 0 836.000 869.000
si6-b03-m200.04 1 3 120 99.984000 26 23 4 0 760.00 929.000
si6-b03-m200.08 1 3 120 100.984000 27 18 4 0 779.000 793.000
si6-b03-m200.07 1 3 120 100.984000 27 13 2 0 788.000 827.000
si6-b03-m200.09 1 3 120 55.991000 29 14 2 0 1097.000 826.000
si6-b03-m200.05 1 3 120 97.985000 28 15 2 0 779.000 809.000
si6-b03-m200.02 1 3 120 54.991000 27 14 2 0 787.000 865.000
si6-b03-m200.06 1 3 120 52.991000 26 13 2 0 753.000 814.000
si6-b03-m200.00 1 3 120 58.991000 26 13 2 0 819.000 859.000
si6-b09-m200.09 1 3 120 166.974000 33 112 7 0 1162.000 1273.000
si6-b09-m200.06 1 3 120 199.969000 34 76 6 0 1069.000 1264.000
si6-b09-m200.08 1 3 120 267.959000 26 115 7 0 1102.000 1256.000
si6-b09-m200.03 1 3 120 297.954000 31 89 5 0 1317.000 1330.00
si6-b09-m200.00 1 3 120 302.953000 30 75 4 0 1012.000 1377.000
si6-b09-m200.02 1 3 120 171.973000 30 90 7 0 1438.000 1314.000
si6-b09-m200.07 1 3 120 215.967000 25 100 4 0 923.000 1253.000
si6-b09-m200.04 1 3 120 170.974000 33 76 7 0 937.000 1242.000
si6-b09-m200.01 1 3 120 173.973000 29 76 5 0 984.000 1304.000
si6-b09-m200.05 1 3 120 176.973000 31 82 7 0 945.000 1260.00
g10-g11 0 2 41 .999000 6 1 0 0 340.00 326.000
g10-g12 0 2 41 3.999000 7 1 0 0 417.000 371.000
g10-g13 0 2 41 .999000 7 2 0 1167122 400.0 299.000
g10-g14 0 2 41 .999000 7 1 0 65679 422.000 447.000
g10-g15 0 2 41 .999000 9 6 0 29287061 466.000 582.000
g10-g16 0 2 41 63.990000 15 16 42 132511 751.000 1044.000
g10-g20 1 2 41 19.996000 20 12 0 3 635.000 544.000
g10-g21 1 2 41 30.995000 201 81 0 0 863.000 896.000
g10-g22 0 2 41 5.999000 15 19 26 12769 434.000 560.00
g10-g23 0 2 41 232554.646000 65985 330485 331076 100000000 2412937.000 1627373.000
g10-g25 0 2 41 .999000 7 1 0 56562766 411.000 287.000
g10-g26 0 2 41 467454.936000 70783 1136407 1813257 100000000 736303.000 1156423.000
g10-g27 1 2 41 100000000 140541 3440473 3188079 100000000 29943284.000 1841848.000
g10-g28 0 2 41 .999000 7 1 0 0 386.000 408.000
g10-g29 1 2 41 34.994000 15 12 1 31734 867.000 662.000
g10-g30 1 2 41 28.995000 16 17 0 27684 920.00 638.000
g10-g31 1 2 41 40.993000 20 14 1 109 852.000 729.000
g10-g32 1 2 41 100.984000 1216 605 0 0 1230.00 975.000
g10-g33 0 2 41 14.997000 10 7 1 2735 570.00 700.0
g10-g37 0 2 41 186583.634000 1944 14242 68865 100000000 67577.000 253414.000
g10-g38 0 2 41 2.999000 7 3 0 0 405.000 409.000
g10-g40 1 2 41 63.990000 323 185 1 0 1275.000 1028.000
g10-g41 0 2 41 7.998000 8 6 1 2120 475.000 817.000
g10-g42 0 2 41 591.910000 17 20 678 11448325 2143.000 5396.000
g10-g43 1 2 41 6477.015000 20 383 206 100000000 67796.000 190127.000
g10-g44 1 2 41 53.991000 19 26 3 155 947.000 818.000
g10-g45 1 2 41 30.995000 19 22 1 570 885.000 892.000
g10-g46 1 2 41 87892.638000 213 3474 5842 9171083 6194.000 10849.000
g10-g47 1 2 41 71888.071000 81 3806 6102 8996655 5436.000 8807.000
g10-g48 1 2 41 1127.828000 27 181 243 19960 1368.000 1493.000
g10-g49 1 2 41 51.992000 16 405 592 100000000 1218.000 1618.000
g10-g50 1 2 41 83.987000 224 147 1 0 1156.000 1075.000
g11-g12 0 2 42 1.999000 8 2 0 100000000 325.000 429.000
g11-g13 0 2 42 .999000 7 2 0 1485557 521.000 360.00
g11-g14 0 2 42 .999000 7 1 0 61875 514.000 475.000
g11-g15 0 2 42 .999000 8 3 0 38558898 474.000 470.00
g11-g16 0 2 42 5.999000 7 2 0 94106 439.000 478.000
g11-g20 1 2 42 913.861000 33 258 211 298265 24350.00 31608.000
g11-g21 1 2 42 70.989000 199 83 1 0 1216.000 799.000
g11-g22 0 2 42 2.999000 7 2 0 16604 517.000 549.000
g11-g23 0 2 42 43.993000 13 12 14 100000000 838.000 990.00
g11-g25 0 2 42 .999000 8 3 0 619469 397.000 339.000
g11-g26 0 2 42 25.996000 11 7 16 100000000 547.000 835.000
g11-g27 0 2 42 183437.113000 8623 71785 69280 100000000 18635849.000 100000000
g11-g28 0 2 42 0 7 1 0 0 414.000 453.000
g11-g29 0 2 42 100000000 472 3976 4186 100000000 781634.000 1258276.000
g11-g30 0 2 42 100000000 457 3589 3766 100000000 639053.000 1143411.000
g11-g31 0 2 42 100000000 2012 24422 23778 100000000 4424936.000 6923748.000
g11-g32 1 2 42 85.986000 1257 607 0 0 1664.000 1183.000
g11-g33 0 2 42 .999000 7 4 0 3724 509.000 535.000
g11-g37 0 2 42 327.950000 11 11 21 66215432 1203.000 2177.000
g11-g38 0 2 42 .999000 10 5 0 100000000 509.000 672.000
g11-g40 1 2 42 93.985000 308 187 1 675 1213.000 1072.000
g11-g41 0 2 42 0 7 3 0 2771 488.000 639.000
g11-g42 0 2 42 69.989000 9 8 2 807376 730.00 1175.000
g11-g43 1 2 42 53.991000 5331 100000000 100000000 100000000 100000000 100000000
g11-g44 0 2 42 459975.073000 1852 16993 17639 100000000 3204533.000 5129777.000
g11-g45 0 2 42 412632.270000 1858 16784 16808 100000000 2880357.000 4753827.000
g11-g46 0 2 42 816.875000 55 97 155 100000000 12949.000 30111.000
g11-g47 0 2 42 733.888000 52 95 276 100000000 12702.000 35300.0
g11-g48 0 2 42 1749.734000 102 214 303 100000000 35143.000 117215.000
g11-g49 0 2 42 41754091.413000 350577 4998968 11868203 100000000 100000000 100000000
g11-g50 1 2 42 116.982000 223 158 2 100000000 1424.000 1195.000
g12-g20 0 2 48 96.985000 21 27 13 100000000 573.000 638.000
g12-g21 1 2 48 118.981000 167 81 0 0 1355.000 995.000
g12-g23 0 2 48 .999000 11 4 0 1082242 508.000 479.000
g12-g26 0 2 48 .999000 9 5 0 4437 462.000 585.000
g12-g27 0 2 48 2.999000 11 6 0 100000000 575.000 640.00
g12-g29 0 2 48 56.991000 20 19 7 100000000 618.000 824.000
g12-g30 0 2 48 45.993000 17 19 4 100000000 574.000 769.000
g12-g31 0 2 48 166.974000 25 33 15 100000000 548.000 857.000
g12-g32 1 2 48 155.976000 1421 612 1 0 2723.000 1669.000
g12-g38 0 2 48 .999000 9 3 1 100000000 510.00 444.000
