instance sat family density lad ttvbbjdpd32g vbbjdpd vbbjdpdnosup vf2 abscon snd
si6-m4Dr2-m1296.09 1 6 777 1125.828000 175 987 246 8 33691.000 475453.000
si6-m4Dr2-m1296.01 1 6 777 331.949000 191 1692 231 8 35566.000 261450.00
si6-m4Dr2-m1296.06 1 6 777 342.947000 187 1658 177 8 36050.00 317472.000
si6-m4Dr2-m1296.07 1 6 777 533.918000 176 855 172 8 38878.000 381012.000
si6-m4Dr2-m1296.03 1 6 777 310.952000 190 1265 166 9 34723.000 200250.00
si6-m4Dr2-m1296.04 1 6 777 300.954000 230 2142 165 8 32773.000 237334.000
si6-m4Dr2-m1296.00 1 6 777 359.945000 193 1586 167 9 33180.00 395677.000
si6-m4Dr2-m1296.08 1 6 777 431.934000 186 1451 170 8 31878.000 182406.000
si6-m4Dr2-m1296.02 1 6 777 335.948000 191 1208 196 9 36345.000 276321.000
si2-b09m-m800.09 1 4 160 74.988000 39 182 27 1 2395.000 18075.000
si2-b09m-m800.07 1 4 160 74.988000 50 357 16 1 2232.000 22291.000
si2-b09m-m800.00 1 4 160 67.989000 38 211 17 1 1903.000 17298.000
si2-b09m-m800.04 1 4 160 67.989000 52 298 16 1 2293.000 17793.000
si2-b09m-m800.02 1 4 160 73.988000 50 430 26 1 1871.000 18477.000
si2-b09m-m800.05 1 4 160 102.984000 37 209 17 1 2167.000 18313.000
si2-b09m-m800.03 1 4 160 523.920000 39 237 34 1 1858.000 20377.000
si2-b09m-m800.08 1 4 160 104.984000 46 459 26 1 1816.000 20058.000
si2-b09m-m800.06 1 4 160 451.931000 37 233 18 1 1920.00 18572.000
si2-b09m-m800.01 1 4 160 146.977000 40 216 18 1 2505.000 19609.000
si4-b03-m400.01 1 3 160 419.936000 74 37 8 0 1080.00 2963.000
si4-b03-m400.02 1 3 160 248.962000 72 38 8 0 1347.000 2536.000
si4-b03-m400.05 1 3 160 362.944000 67 37 7 0 1448.000 2732.000
si4-b03-m400.07 1 3 160 377.942000 68 44 8 0 1453.000 2725.000
si4-b03-m400.06 1 3 160 330.949000 73 38 7 0 1525.000 3307.000
si4-b03-m400.00 1 3 160 439.933000 73 37 8 0 1536.000 2668.000
si4-b03-m400.03 1 3 160 443.932000 67 48 6 0 1301.000 2946.000
si4-b03-m400.04 1 3 160 253.961000 73 59 12 0 1206.000 3288.000
si4-b03-m400.09 1 3 160 233.964000 71 50 7 0 1198.000 3203.000
si4-b03-m400.08 1 3 160 243.962000 76 39 6 0 1104.000 2631.000
si2-b03-m200.05 1 3 40 29.995000 11 5 1 0 646.000 466.000
si2-b03-m200.09 1 3 40 15.997000 11 5 1 0 542.000 497.000
si2-b03-m200.07 1 3 40 16.997000 11 5 1 0 663.000 494.000
si2-b03-m200.01 1 3 40 18.997000 10 9 1 0 635.000 667.000
si2-b03-m200.08 1 3 40 26.995000 13 5 1 0 698.000 506.000
si2-b03-m200.02 1 3 40 17.997000 11 5 1 0 526.000 493.000
si2-b03-m200.04 1 3 40 16.997000 11 5 1 0 590.00 494.000
si2-b03-m200.03 1 3 40 15.997000 12 5 1 0 500.0 518.000
si2-b03-m200.06 1 3 40 29.995000 11 5 1 0 643.000 535.000
si2-b03-m200.00 1 3 40 29.995000 12 6 1 0 724.000 534.000
si4-r005-m600.00 1 7 240 4083973.141000 12703 25908 13962 100000000 115201.000 132539.000
si4-r005-m600.02 1 7 240 2002345.597000 4478 7626 2066 100000000 716900.0 3262405.000
si4-r005-m600.08 1 7 240 829986.822000 14497 27655 15462 100000000 1779023.000 5765266.000
si4-r005-m600.05 1 7 240 50252312.487000 14864 23797 13023 100000000 2934349.000 7743753.000
si4-r005-m600.07 1 7 240 7315558.866000 4202 9172 3202 100000000 1688061.000 1686184.000
si4-r005-m600.06 1 7 240 9303935.586000 15421 42391 41390 100000000 2953022.000 4169344.000
si4-r005-m600.01 1 7 240 3885846.261000 15883 24886 14297 100000000 93997.000 1220521.000
si4-r005-m600.04 1 7 240 2048898.520000 14856 22183 11185 100000000 487245.000 1376611.000
si4-r005-m600.03 1 7 240 1445877.193000 5284 13869 6064 100000000 2206629.000 3479715.000
si4-r005-m600.09 1 7 240 3993902.834000 2244 5729 1039 100000000 81050.00 171167.000
si4-b09-m400.05 1 3 160 754.885000 76 226 19 0 1973.000 6592.000
si4-b09-m400.03 1 3 160 747.886000 79 210 19 0 1848.000 5481.000
si4-b09-m400.00 1 3 160 708.892000 82 208 14 0 1676.000 5598.000
si4-b09-m400.07 1 3 160 787.880000 73 203 18 0 1515.000 5463.000
si4-b09-m400.01 1 3 160 763.883000 79 203 19 0 1509.000 5572.000
si4-b09-m400.06 1 3 160 735.888000 73 204 12 0 1559.000 5874.000
si4-b09-m400.04 1 3 160 760.884000 82 203 13 0 1615.000 5696.000
si4-b09-m400.02 1 3 160 803.877000 79 339 12 0 1815.000 5533.000
si4-b09-m400.08 1 3 160 827.874000 77 204 12 0 1505.000 5673.000
si4-b09-m400.09 1 3 160 723.889000 76 215 12 0 2333.000 5446.000
si4-b06m-m400.06 1 4 160 19.996000 21 76 7 1 1286.000 4507.000
si4-b06m-m400.03 1 4 160 22.996000 16 45 6 0 1742.000 4589.000
si4-b06m-m400.01 1 4 160 20.996000 26 140 7 0 1508.000 4432.000
si4-b06m-m400.08 1 4 160 23.996000 21 78 6 0 1645.000 4427.000
si4-b06m-m400.05 1 4 160 35.994000 24 107 10 0 1396.000 4542.000
si4-b06m-m400.07 1 4 160 33.994000 17 54 11 0 1337.000 4930.00
si4-b06m-m400.00 1 4 160 34.994000 19 72 8 0 1223.000 4713.000
si4-b06m-m400.04 1 4 160 34.994000 16 50 7 0 1343.000 4663.000
si4-b06m-m400.09 1 4 160 21.996000 19 64 6 0 1198.000 4862.000
si4-b06m-m400.02 1 4 160 20.996000 24 111 6 0 1378.000 5486.000
si2-m4Dr2-m625.05 1 6 125 75.988000 42 217 17 0 1366.000 9948.000
si2-m4Dr2-m625.00 1 6 125 224.965000 47 136 615 0 2916.000 8259.000
si2-m4Dr2-m625.08 1 6 125 21.996000 33 103 14 0 1328.000 13483.000
si2-m4Dr2-m625.09 1 6 125 101.984000 32 109 9 0 1337.000 8384.000
si2-m4Dr2-m625.06 1 6 125 231.964000 33 117 91 0 1588.000 12747.000
si2-m4Dr2-m625.04 1 6 125 475.927000 26 68 15 0 1367.000 16656.000
si2-m4Dr2-m625.01 1 6 125 114.982000 39 191 23 0 1629.000 13567.000
si2-m4Dr2-m625.03 1 6 125 241.963000 26 68 530 0 1499.000 14912.000
si2-m4Dr2-m625.02 1 6 125 171.973000 35 162 43 0 2062.000 17937.000
si2-m4Dr2-m625.07 1 6 125 121.981000 28 57 10 0 1802.000 8515.000
si2-r005-m200.02 1 7 40 6013.085000 27 43 11 100000000 1455.000 3830.00
si2-r005-m200.01 1 7 40 216589.073000 59 322 197 100000000 3715.000 7624.000
si2-r005-m200.03 1 7 40 4472.320000 43 69 57 100000000 6440.00 21840.00
si2-r005-m200.05 1 7 40 14597.780000 854 12778 3715 100000000 264129.000 124625.000
si2-r005-m200.08 1 7 40 48967.555000 198 1572 2873 100000000 572601.000 1135185.000
si2-r005-m200.04 1 7 40 11467.256000 671 6543 10642 100000000 27950.00 39697.000
si2-r005-m200.09 1 7 40 195.970000 31 106 299 100000000 1257.000 2100.0
si2-r005-m200.06 1 7 40 110.983000 47 168 248 100000000 1345.000 2447.000
si2-r005-m200.00 1 7 40 34375.774000 76 734 438 100000000 198887.000 395726.000
si2-r005-m200.07 1 7 40 6054.079000 41 70 392 100000000 2202.000 3481.000
si4-b03m-m400.03 1 4 160 11.998000 17 26 9 0 1337.000 3392.000
si4-b03m-m400.09 1 4 160 17.997000 18 42 10 0 1152.000 3613.000
si4-b03m-m400.08 1 4 160 15.997000 18 43 13 0 1456.000 3812.000
si4-b03m-m400.04 1 4 160 13.997000 17 28 6 0 1182.000 3586.000
si4-b03m-m400.00 1 4 160 19.996000 17 45 8 0 1185.000 3619.000
si4-b03m-m400.01 1 4 160 19.996000 20 42 9 0 1165.000 3839.000
si4-b03m-m400.07 1 4 160 9.998000 17 48 5 0 1188.000 3815.000
si4-b03m-m400.02 1 4 160 19.996000 19 41 13 0 1234.000 3781.000
si4-b03m-m400.06 1 4 160 11.998000 21 39 10 0 1056.000 3901.000
si4-b03m-m400.05 1 4 160 17.997000 17 44 8 0 1109.000 3760.00
si2-r01-m600.01 1 7 120 100000000 259635 331982 208754 100000000 100000000 100000000
si2-r01-m600.06 1 7 120 100000000 248064 202663 121033 100000000 100000000 100000000
si2-r01-m600.09 1 7 120 100000000 307893 737980 456930 100000000 100000000 100000000
si2-r01-m600.08 1 7 120 100000000 333769 1245494 783742 100000000 100000000 100000000
si2-r01-m600.04 1 7 120 100000000 355620 1455349 935338 100000000 100000000 100000000
si2-r01-m600.02 1 7 120 100000000 691985 4182917 2690501 100000000 100000000 100000000
si2-r01-m600.00 1 7 120 100000000 1759706 26074160 16922583 100000000 99925740.00 100000000
si2-r01-m600.07 1 7 120 100000000 126934 428607 275448 100000000 100000000 100000000
si2-r01-m600.03 1 7 120 100000000 572491 2664784 1707938 100000000 100000000 100000000
si2-r01-m600.05 1 7 120 100000000 130055 243769 147735 100000000 35266048.000 100000000
si4-m4Dr6-m256.01 1 6 102 19.996000 13 24 3 0 1156.000 2004.000
si4-m4Dr6-m256.00 1 6 102 96.985000 17 54 9 0 1160.00 2456.000
si4-m4Dr6-m256.05 1 6 102 149.977000 13 30 18 0 951.000 2667.000
si4-m4Dr6-m256.08 1 6 102 78.987000 12 27 48 0 893.000 2196.000
si4-m4Dr6-m256.03 1 6 102 11.998000 14 65 7 0 1019.000 3242.000
si4-m4Dr6-m256.06 1 6 102 83.987000 14 57 7 0 854.000 1707.000
si4-m4Dr6-m256.09 1 6 102 63.990000 11 28 3 0 899.000 2187.000
si4-m4Dr6-m256.07 1 6 102 388.940000 14 47 61 0 868.000 4523.000
si4-m4Dr6-m256.02 1 6 102 23.996000 15 62 5 0 1188.000 2136.000
si4-m4Dr6-m256.04 1 6 102 144.977000 11 45 45 0 1012.000 2281.000
si2-b03m-m400.02 1 4 80 9.998000 16 35 5 0 796.000 1947.000
si2-b03m-m400.00 1 4 80 8.998000 21 37 8 0 1084.000 1944.000
si2-b03m-m400.01 1 4 80 5.999000 18 28 5 0 808.000 1986.000
si2-b03m-m400.05 1 4 80 6.998000 20 36 3 0 862.000 2143.000
si2-b03m-m400.08 1 4 80 7.998000 20 29 4 0 782.000 1829.000
si2-b03m-m400.07 1 4 80 13.997000 15 20 5 0 1038.000 2175.000
si2-b03m-m400.09 1 4 80 10.998000 19 28 6 0 899.000 2037.000
si2-b03m-m400.03 1 4 80 5.999000 18 25 4 0 788.000 1960.00
si2-b03m-m400.04 1 4 80 10.998000 20 43 3 0 905.000 1887.000
si2-b03m-m400.06 1 4 80 8.998000 18 24 3 0 894.000 1993.000
si2-b03m-m200.05 1 4 40 1.999000 16 12 1 0 520.00 527.000
si2-b03m-m200.03 1 4 40 2.999000 9 6 1 0 600.0 527.000
si2-b03m-m200.00 1 4 40 3.999000 12 8 1 0 641.000 517.000
si2-b03m-m200.08 1 4 40 2.999000 10 10 1 0 483.000 504.000
si2-b03m-m200.06 1 4 40 1.999000 11 10 1 0 694.000 515.000
si2-b03m-m200.02 1 4 40 3.999000 11 6 0 0 666.000 509.000
si2-b03m-m200.09 1 4 40 2.999000 9 9 1 0 673.000 501.000
si2-b03m-m200.04 1 4 40 2.999000 14 12 1 0 506.000 521.000
si2-b03m-m200.01 1 4 40 2.999000 17 10 1 0 601.000 522.000
si2-b03m-m200.07 1 4 40 1.999000 11 4 0 0 478.000 552.000
si4-r001-m200.04 1 7 80 35.994000 9 9 49 100000000 712.000 1061.000
si4-r001-m200.07 1 7 80 38.994000 12 18 9 100000000 880.00 1695.000
si4-r001-m200.00 1 7 80 20.996000 9 10 20 100000000 961.000 875.000
si4-r001-m200.01 1 7 80 30.995000 9 10 2 278962 800.0 1231.000
si4-r001-m200.03 1 7 80 30.995000 9 11 5688 100000000 730.00 1076.000
si4-r001-m200.06 1 7 80 28.995000 11 19 5 100000000 688.000 887.000
si4-r001-m200.05 1 7 80 39.993000 10 12 3 100000000 766.000 882.000
si4-r001-m200.08 1 7 80 36.994000 11 10 6 100000000 888.000 1176.000
si4-r001-m200.09 1 7 80 155.976000 14 12 1556 100000000 955.000 1920.00
si4-r001-m200.02 1 7 80 30.995000 11 17 145 100000000 684.000 1576.000
si2-m4D-m256.08 1 5 51 25.996000 15 29 9 0 957.000 776.000
si2-m4D-m256.03 1 5 51 61.990000 11 25 2 0 803.000 823.000
si2-m4D-m256.02 1 5 51 20.996000 19 22 8 0 865.000 948.000
si2-m4D-m256.06 1 5 51 34.994000 14 17 1 0 799.000 853.000
si2-m4D-m256.04 1 5 51 9.998000 13 19 4 0 928.000 791.000
si2-m4D-m256.07 1 5 51 29.995000 19 21 3 0 706.000 951.000
si2-m4D-m256.01 1 5 51 33.994000 11 25 2 0 848.000 718.000
si2-m4D-m256.09 1 5 51 36.994000 15 23 2 0 706.000 896.000
si2-m4D-m256.00 1 5 51 19.996000 22 43 2 0 660.00 981.000
si2-m4D-m256.05 1 5 51 34.994000 12 18 2 0 706.000 753.000
si6-r01-m400.04 1 7 240 686100.696000 4239 21282 14000 100000000 4158059.000 5246465.000
si6-r01-m400.08 1 7 240 79271.948000 1251 6328 1481 100000000 361811.000 551755.000
si6-r01-m400.07 1 7 240 1148807.354000 2300 13761 6339 100000000 622219.000 2934047.000
si6-r01-m400.06 1 7 240 755671.120000 1763 12920 5925 100000000 546353.000 1438316.000
si6-r01-m400.05 1 7 240 4248429.140000 7892 52833 35228 100000000 3580996.000 10426085.000
si6-r01-m400.02 1 7 240 8845164.330000 2365 15532 8165 100000000 959319.000 1454935.000
si6-r01-m400.00 1 7 240 487403.903000 2450 15174 7907 100000000 888816.000 4584887.000
si6-r01-m400.03 1 7 240 1695386.262000 1623 8910 3299 100000000 2937341.000 4845313.000
si6-r01-m400.01 1 7 240 3643813.056000 2246 13849 6897 100000000 2071414.000 8418965.000
si6-r01-m400.09 1 7 240 10809847.653000 6826 28562 17265 100000000 2235567.000 4059492.000
si2-m4Dr4-m625.07 1 6 125 489.925000 30 145 16 0 1361.000 11341.000
si2-m4Dr4-m625.02 1 6 125 36.994000 31 65 15 1 1412.000 11416.000
si2-m4Dr4-m625.03 1 6 125 27.995000 43 204 15 0 1537.000 11658.000
si2-m4Dr4-m625.00 1 6 125 45.993000 33 110 9 0 1546.000 8505.000
si2-m4Dr4-m625.05 1 6 125 24.996000 31 120 15 0 1365.000 7334.000
si2-m4Dr4-m625.06 1 6 125 466.929000 38 132 569 0 1602.000 13510.00
si2-m4Dr4-m625.09 1 6 125 683.896000 75 80 241084 0 7006.000 13625.000
si2-m4Dr4-m625.01 1 6 125 384.941000 29 76 25 0 1390.00 18102.000
si2-m4Dr4-m625.08 1 6 125 737.887000 37 78 242 0 1546.000 12689.000
si2-m4Dr4-m625.04 1 6 125 2242.659000 40 82 14 0 1813.000 43666.000
si4-r01-m400.01 1 7 160 38564845.252000 1484 3035 120 100000000 59287585.000 77445946.000
si4-r01-m400.08 1 7 160 32857113.959000 17879 62465 41573 100000000 48860781.000 39623748.000
si4-r01-m400.02 1 7 160 8638625.729000 21833 223332 155961 100000000 50054021.000 82776547.000
si4-r01-m400.03 1 7 160 100000000 4900 26376 16681 100000000 16362866.000 1556120.00
si4-r01-m400.07 1 7 160 20878261.021000 5827 52715 35343 100000000 30225271.000 38563178.000
si4-r01-m400.06 1 7 160 15709266.828000 1632 5925 2751 100000000 43302453.000 100000000
si4-r01-m400.04 1 7 160 100000000 20969 201284 141148 100000000 58593454.000 7693755.000
si4-r01-m400.00 1 7 160 100000000 35431 349335 248270 100000000 568355.000 67691303.000
si4-r01-m400.05 1 7 160 53265973.341000 5615 13512 7285 100000000 52942516.000 55599038.000
si4-r01-m400.09 1 7 160 8961636.624000 8674 42822 28423 100000000 41820604.000 10549131.000
si2-b09m-m400.09 1 4 80 15.997000 22 78 6 0 1119.000 3029.000
si2-b09m-m400.03 1 4 80 234.964000 17 66 4 0 1003.000 3154.000
si2-b09m-m400.01 1 4 80 29.995000 16 52 3 0 972.000 2893.000
si2-b09m-m400.08 1 4 80 38.994000 19 55 4 0 942.000 2883.000
si2-b09m-m400.05 1 4 80 134.979000 16 66 7 0 1381.000 3007.000
si2-b09m-m400.06 1 4 80 27.995000 17 50 3 0 1168.000 2861.000
si2-b09m-m400.00 1 4 80 18.997000 16 59 4 0 1006.000 3214.000
si2-b09m-m400.02 1 4 80 14.997000 20 53 6 0 953.000 2993.000
si2-b09m-m400.04 1 4 80 18.997000 16 51 3 0 923.000 2894.000
si2-b09m-m400.07 1 4 80 27.995000 16 53 4 0 1204.000 3328.000
si2-b09-m800.07 1 3 160 2488.621000 171 403 27 0 2492.000 16931.000
si2-b09-m800.04 1 3 160 2645.597000 174 404 27 0 2227.000 17620.00
si2-b09-m800.05 1 3 160 2525.616000 167 403 27 0 2048.000 17537.000
si2-b09-m800.00 1 3 160 2617.602000 153 404 34 0 2154.000 19235.000
si2-b09-m800.02 1 3 160 2878.562000 158 403 28 0 2449.000 20911.000
si2-b09-m800.01 1 3 160 2618.601000 167 476 36 0 2205.000 16419.000
si2-b09-m800.08 1 3 160 2477.623000 173 404 27 0 2035.000 20721.000
si2-b09-m800.09 1 3 160 2555.611000 161 405 28 0 2190.00 19439.000
si2-b09-m800.03 1 3 160 2910.557000 138 405 27 0 3148.000 19219.000
si2-b09-m800.06 1 3 160 2568.609000 168 403 27 0 2102.000 17587.000
si6-b03-m400.04 1 3 240 373.943000 125 54 11 0 1837.000 4288.000
si6-b03-m400.09 1 3 240 499.924000 127 60 10 0 1660.00 3980.00
si6-b03-m400.02 1 3 240 363.944000 126 54 16 0 1721.000 4246.000
si6-b03-m400.06 1 3 240 381.941000 123 63 16 0 1574.000 3983.000
si6-b03-m400.05 1 3 240 686.895000 135 54 10 0 1762.000 3957.000
si6-b03-m400.08 1 3 240 363.944000 134 57 11 0 2332.000 3902.000
si6-b03-m400.01 1 3 240 707.892000 130 56 10 0 1695.000 3934.000
si6-b03-m400.07 1 3 240 360.945000 130 54 11 0 1705.000 3941.000
si6-b03-m400.03 1 3 240 379.942000 127 54 10 0 2391.000 4221.000
si6-b03-m400.00 1 3 240 455.930000 132 60 10 0 1831.000 4110.00
si2-r005-m600.03 1 7 120 100000000 51859 25061 17450 100000000 5348069.000 8652327.000
si2-r005-m600.00 1 7 120 100000000 51974 472606 265547 100000000 37994733.000 54111857.000
si2-r005-m600.06 1 7 120 100000000 22552 31592 22938 100000000 14077074.000 22511697.000
si2-r005-m600.01 1 7 120 100000000 22513 119855 86180 100000000 5183664.000 19139209.000
si2-r005-m600.04 1 7 120 100000000 57381 299135 223279 100000000 3443641.000 5285896.000
si2-r005-m600.09 1 7 120 4494516.729000 44554 34019 22680 100000000 2711602.000 4387057.000
si2-r005-m600.05 1 7 120 100000000 135481 1452407 160850 100000000 23414418.000 33986595.000
si2-r005-m600.02 1 7 120 100000000 70055 337038 208163 100000000 12501586.000 30596001.000
si2-r005-m600.08 1 7 120 100000000 11586 73800 640980 100000000 468468.000 41765878.000
si2-r005-m600.07 1 7 120 100000000 17565 10790 13980 100000000 7930375.000 12805487.000
si4-r01-m600.05 1 7 240 100000000 39114 62298 29793 100000000 100000000 100000000
si4-r01-m600.02 1 7 240 54735630.919000 75883 64315 32408 100000000 100000000 100000000
si4-r01-m600.03 1 7 240 100000000 102858 239710 145178 100000000 100000000 100000000
si4-r01-m600.07 1 7 240 100000000 266376 481802 297899 100000000 43530508.000 31352200.0
si4-r01-m600.08 1 7 240 100000000 201108 387197 243484 100000000 100000000 100000000
si4-r01-m600.06 1 7 240 100000000 89919 165848 98986 100000000 51210222.000 100000000
si4-r01-m600.01 1 7 240 100000000 386252 1076392 690629 100000000 100000000 100000000
si4-r01-m600.04 1 7 240 89810232.769000 194369 343388 216752 100000000 100000000 100000000
si4-r01-m600.00 1 7 240 100000000 199885 750431 483534 100000000 100000000 100000000
si4-r01-m600.09 1 7 240 100000000 96274 247343 150730 100000000 100000000 100000000
si2-b09-m400.04 1 3 80 334.949000 27 107 6 0 991.000 3691.000
si2-b09-m400.08 1 3 80 349.946000 29 103 6 0 1123.000 3245.000
si2-b09-m400.05 1 3 80 349.946000 27 102 6 0 1065.000 3008.000
si2-b09-m400.01 1 3 80 346.947000 29 104 8 0 1354.000 3101.000
si2-b09-m400.03 1 3 80 613.906000 28 103 9 0 1052.000 3133.000
si2-b09-m400.02 1 3 80 637.903000 31 103 7 0 1238.000 2905.000
si2-b09-m400.07 1 3 80 355.945000 30 121 10 0 972.000 2972.000
si2-b09-m400.09 1 3 80 338.948000 30 102 6 0 948.000 3614.000
si2-b09-m400.06 1 3 80 340.948000 30 104 6 0 1018.000 3005.000
si2-b09-m400.00 1 3 80 668.898000 29 102 6 0 1026.000 3141.000
si4-b06-m200.06 1 3 80 71.989000 13 29 3 0 709.000 801.000
si4-b06-m200.03 1 3 80 70.989000 12 30 4 0 737.000 794.000
si4-b06-m200.02 1 3 80 73.988000 13 27 2 0 727.000 812.000
si4-b06-m200.07 1 3 80 72.988000 12 27 4 0 830.00 730.00
si4-b06-m200.05 1 3 80 72.988000 13 29 3 0 720.00 745.000
si4-b06-m200.08 1 3 80 132.979000 12 27 3 0 786.000 742.000
si4-b06-m200.00 1 3 80 108.983000 11 27 2 0 798.000 803.000
si4-b06-m200.04 1 3 80 75.988000 12 28 2 0 773.000 710.00
si4-b06-m200.01 1 3 80 71.989000 13 28 3 0 781.000 907.000
si4-b06-m200.09 1 3 80 136.979000 12 28 2 0 897.000 773.000
si4-r005-m400.06 1 7 160 70620.264000 815 3553 1168 100000000 23820.00 43743.000
si4-r005-m400.03 1 7 160 124423.084000 322 1610 3948 100000000 34025.000 71693.000
si4-r005-m400.07 1 7 160 127690.588000 1276 4082 3632 100000000 196729.000 244067.000
si4-r005-m400.01 1 7 160 239957.520000 324 1466 467 100000000 178240.00 349039.000
si4-r005-m400.04 1 7 160 1277791.746000 451 1731 728 100000000 80368.000 602300.0
si4-r005-m400.00 1 7 160 2496118.532000 792 1770 728 100000000 131451.000 173702.000
si4-r005-m400.09 1 7 160 548989.540000 601 1972 866 100000000 101069.000 174406.000
si4-r005-m400.05 1 7 160 130111.220000 304 1501 527 100000000 96058.000 200058.000
si4-r005-m400.08 1 7 160 2451669.289000 220 1202 145 100000000 192584.000 606458.000
si4-r005-m400.02 1 7 160 714530.374000 501 3904 3118 100000000 237094.000 616461.000
si4-m4Dr2-m1296.07 1 6 518 198.969000 168 2067 129 5 13795.000 192773.000
si4-m4Dr2-m1296.00 1 6 518 196.970000 132 827 130 5 13172.000 227778.000
si4-m4Dr2-m1296.05 1 6 518 251.961000 126 899 93 5 12207.000 230721.000
si4-m4Dr2-m1296.04 1 6 518 205.968000 113 448 92 5 13960.00 181918.000
si4-m4Dr2-m1296.08 1 6 518 3300.498000 125 1057 336 5 13553.000 212645.000
si4-m4Dr2-m1296.01 1 6 518 332.949000 131 1148 130 5 12453.000 199577.000
si4-m4Dr2-m1296.06 1 6 518 206.968000 121 778 92 5 13984.000 158194.000
si4-m4Dr2-m1296.02 1 6 518 221.966000 120 721 94 5 13621.000 233560.00
si4-m4Dr2-m1296.03 1 6 518 4049.384000 111 604 878 4 14482.000 363949.000
si4-m4Dr2-m1296.09 1 6 518 494.924000 119 982 138 5 12797.000 211683.000
si6-b09-m800.03 1 3 480 8576.696000 408 1194 86 2 11483.000 67016.000
si6-b09-m800.09 1 3 480 9516.553000 465 1196 86 1 11314.000 62530.00
si6-b09-m800.07 1 3 480 8192.754000 427 1193 86 1 13662.000 66701.000
si6-b09-m800.05 1 3 480 8550.700000 441 1196 86 1 13157.000 68550.00
si6-b09-m800.04 1 3 480 9434.565000 428 1195 136 1 11488.000 67531.000
si6-b09-m800.01 1 3 480 8667.682000 409 1842 135 1 12301.000 59558.000
si6-b09-m800.00 1 3 480 9448.563000 397 1197 86 1 12593.000 56384.000
si6-b09-m800.02 1 3 480 7571.848000 418 1194 86 1 17800.0 60309.000
si6-b09-m800.06 1 3 480 8630.687000 394 1298 87 1 12853.000 58707.000
si6-b09-m800.08 1 3 480 8145.761000 424 1197 141 1 12009.000 58144.000
si6-b06m-m400.00 1 4 240 32.994000 40 259 15 1 2282.000 7718.000
si6-b06m-m400.08 1 4 240 28.995000 28 155 11 1 2386.000 7713.000
si6-b06m-m400.03 1 4 240 55.991000 32 127 11 1 2540.00 7676.000
si6-b06m-m400.04 1 4 240 32.994000 49 282 10 1 2043.000 6987.000
si6-b06m-m400.06 1 4 240 33.994000 35 197 17 1 1922.000 6908.000
si6-b06m-m400.07 1 4 240 49.992000 22 61 12 1 2201.000 7554.000
si6-b06m-m400.09 1 4 240 52.991000 29 154 11 1 2210.00 7692.000
si6-b06m-m400.02 1 4 240 51.992000 20 67 13 1 2422.000 7797.000
si6-b06m-m400.01 1 4 240 36.994000 21 54 10 1 1908.000 7900.0
si6-b06m-m400.05 1 4 240 53.991000 19 64 11 1 2211.000 6888.000
si2-m4Dr4-m1296.08 1 6 259 1309.800000 71 304 52 2 5416.000 221307.000
si2-m4Dr4-m1296.07 1 6 259 304.953000 69 308 42 4 5701.000 80448.000
si2-m4Dr4-m1296.03 1 6 259 3610.451000 69 319 217 2 6403.000 115253.000
si2-m4Dr4-m1296.05 1 6 259 109.983000 117 670 40 2 4912.000 58781.000
si2-m4Dr4-m1296.06 1 6 259 176.973000 85 479 53 2 4865.000 59493.000
si2-m4Dr4-m1296.04 1 6 259 179.972000 86 687 73 2 5171.000 87882.000
si2-m4Dr4-m1296.09 1 6 259 1099.832000 67 272 54 2 6924.000 111516.000
si2-m4Dr4-m1296.01 1 6 259 1184.819000 76 541 67 4 5051.000 132752.000
si2-m4Dr4-m1296.00 1 6 259 515.921000 76 496 84 2 5148.000 123886.000
si2-m4Dr4-m1296.02 1 6 259 2348.642000 67 289 148 2 7010.00 90980.00
si6-m4Dr6-m1296.02 1 6 777 2302.649000 173 1137 194 11 31624.000 548468.000
si6-m4Dr6-m1296.08 1 6 777 372.943000 178 1080 174 11 34341.000 392813.000
si6-m4Dr6-m1296.07 1 6 777 482.926000 185 1081 176 10 36723.000 248538.000
si6-m4Dr6-m1296.06 1 6 777 376.942000 190 980 174 13 36280.00 298661.000
si6-m4Dr6-m1296.03 1 6 777 669.898000 177 1138 264 13 32229.000 343925.000
si6-m4Dr6-m1296.04 1 6 777 764.883000 177 1137 176 11 34923.000 286282.000
si6-m4Dr6-m1296.05 1 6 777 1038.842000 200 2170 177 11 38560.00 504107.000
si6-m4Dr6-m1296.00 1 6 777 374.943000 179 1076 220 11 35411.000 279793.000
si6-m4Dr6-m1296.09 1 6 777 369.943000 176 969 173 10 39631.000 236640.00
si6-m4Dr6-m1296.01 1 6 777 431.934000 196 1751 174 11 35209.000 357276.000
si4-m4Dr2-m256.00 1 6 102 30.995000 15 38 9 0 878.000 1193.000
si4-m4Dr2-m256.01 1 6 102 10.998000 18 41 2 0 977.000 1684.000
si4-m4Dr2-m256.05 1 6 102 15.997000 21 81 2 0 842.000 2433.000
si4-m4Dr2-m256.04 1 6 102 26.995000 20 70 5 0 1146.000 3055.000
si4-m4Dr2-m256.08 1 6 102 10.998000 17 57 4 0 936.000 1772.000
si4-m4Dr2-m256.07 1 6 102 44.993000 12 29 4 0 820.00 1897.000
si4-m4Dr2-m256.06 1 6 102 27.995000 14 52 4 0 872.000 1571.000
si4-m4Dr2-m256.02 1 6 102 12.998000 14 33 4 0 949.000 1630.00
