instance sat lad vbbjdpd vbbjdpdnosup vb ttvbbjdpd32g vf2 snd
si6_m4Dr4_m1296.02 1 570.913000 1044 179 927 179 9 476476.000
si6_m4Dr4_m1296.08 1 340.948000 881 171 1057 176 10 238876.000
si6_m4Dr4_m1296.05 1 715.891000 1059 220 876 177 10 269042.000
si6_m4Dr4_m1296.07 1 489.925000 2051 176 1716 197 10 387306.000
si6_m4Dr4_m1296.00 1 381.941000 779 169 731 173 10 252061.000
si6_b06_m200.09 1 113.982000 45 3 55 27 0 1060.00
si6_b06_m200.03 1 207.968000 48 5 35 27 0 1016.000
si6_b06_m200.05 1 206.968000 40 3 36 27 0 1018.000
si6_b06_m200.00 1 207.968000 45 3 60 26 0 1001.000
si6_b06_m200.08 1 199.969000 41 3 35 24 0 1113.000
si6_b06_m200.02 1 114.982000 40 5 36 27 0 1080.00
si6_b06_m200.06 1 114.982000 43 3 35 25 0 1098.000
si6_b06_m200.04 1 106.983000 40 3 34 25 0 991.000
si6_b06_m200.01 1 112.982000 42 5 63 27 0 1037.000
si6_b06_m200.07 1 160.975000 57 3 41 28 0 1145.000
si4_m4Dr6_m625.02 1 54.991000 224 31 133 37 1 29718.000
si4_m4Dr6_m625.06 1 743.886000 325 30 275 44 1 26785.000
si4_m4Dr6_m625.03 1 256.960000 150 23 138 40 1 31011.000
si4_m4Dr6_m625.07 1 1158.823000 174 71 158 38 1 31266.000
si4_m4Dr6_m625.08 1 103.984000 129 20 120 37 1 16494.000
si4_m4Dr6_m625.09 1 61.990000 149 30 134 38 1 15484.000
si4_m4Dr6_m625.00 1 79.987000 142 19 130 38 1 18463.000
si4_m4Dr6_m625.01 1 166.974000 140 20 128 41 1 21767.000
si4_m4Dr6_m625.05 1 56.991000 140 20 223 38 2 27751.000
si4_m4Dr6_m625.04 1 62.990000 246 19 232 43 3 18771.000
si6_b06m_m200.09 1 8.998000 37 4 58 13 0 1314.000
si6_b06m_m200.02 1 13.997000 17 2 15 10 0 1212.000
si6_b06m_m200.05 1 8.998000 29 4 26 15 0 1329.000
si6_b06m_m200.00 1 14.997000 30 2 45 12 0 1405.000
si6_b06m_m200.07 1 14.997000 79 4 72 26 0 1228.000
si6_b06m_m200.04 1 7.998000 29 4 26 13 0 1202.000
si6_b06m_m200.08 1 8.998000 29 4 26 12 0 1161.000
si6_b06m_m200.06 1 9.998000 16 4 16 10 0 1506.000
si6_b06m_m200.03 1 12.998000 51 2 47 21 0 1261.000
si6_b06m_m200.01 1 7.998000 56 3 54 18 0 1284.000
si6_m4Dr4_m256.05 1 32.994000 132 5 138 22 0 2632.000
si6_m4Dr4_m256.03 1 81.987000 131 7 93 19 0 2609.000
si6_m4Dr4_m256.02 1 12.998000 71 11 62 17 0 2485.000
si6_m4Dr4_m256.01 1 21.996000 59 6 70 17 0 2266.000
si6_m4Dr4_m256.08 1 122.981000 40 5 67 14 0 4565.000
si6_m4Dr4_m256.09 1 70.989000 37 5 34 15 0 2494.000
si6_m4Dr4_m256.07 1 39.993000 68 4 63 15 0 2883.000
si6_m4Dr4_m256.06 1 40.993000 66 5 65 17 0 2337.000
si6_m4Dr4_m256.04 1 11.998000 103 6 74 20 1 3254.000
si6_m4Dr4_m256.00 1 47.992000 69 5 63 17 0 2230.00
si4_r001_m600.01 1 10670.377000 473 39018 423 74 100000000 36264.000
si4_r001_m600.08 1 28282.700000 540 267305 447 155 100000000 34405.000
si4_r001_m600.02 1 32282.092000 546 6567 478 122 100000000 48311.000
si4_r001_m600.07 1 7940.792000 472 3460 452 48 100000000 26529.000
si4_r001_m600.05 1 4363.336000 491 114 437 69 100000000 23781.000
si4_r001_m600.06 1 13742.910000 792 61583 466 92 100000000 27308.000
si4_r001_m600.00 1 131809.961000 504 26391 457 64 100000000 64496.000
si4_r001_m600.04 1 4675.289000 591 914 396 62 100000000 44459.000
si4_r001_m600.09 1 6229.053000 474 3576 429 108 100000000 30107.000
si4_r001_m600.03 1 211353.869000 464 93045 423 114 100000000 95311.000
si2_b09m_m200.08 1 4.999000 53 2 76 20 0 796.000
si2_b09m_m200.06 1 8.998000 21 1 13 10 0 708.000
si2_b09m_m200.03 1 10.998000 29 2 26 15 0 758.000
si2_b09m_m200.09 1 9.998000 14 1 17 12 0 720.00
si2_b09m_m200.04 1 10.998000 33 2 28 14 0 894.000
si2_b09m_m200.00 1 6.998000 51 2 56 20 0 750.00
si2_b09m_m200.01 1 7.998000 21 1 13 11 0 736.000
si2_b09m_m200.05 1 7.998000 15 1 15 11 0 736.000
si2_b09m_m200.07 1 6.998000 25 1 36 14 0 785.000
si2_b09m_m200.02 1 9.998000 25 1 38 14 0 695.000
si6_b03_m200.01 1 52.991000 19 2 13 25 0 826.000
si6_b03_m200.03 1 62.990000 15 3 12 29 0 869.000
si6_b03_m200.04 1 99.984000 23 4 12 26 0 929.000
si6_b03_m200.08 1 100.984000 18 4 12 27 0 793.000
si6_b03_m200.07 1 100.984000 13 2 21 27 0 827.000
si6_b03_m200.09 1 55.991000 14 2 12 29 0 826.000
si6_b03_m200.05 1 97.985000 15 2 12 28 0 809.000
si6_b03_m200.02 1 54.991000 14 2 22 27 0 865.000
si6_b03_m200.06 1 52.991000 13 2 22 26 0 814.000
si6_b03_m200.00 1 58.991000 13 2 22 26 0 859.000
si6_b09_m200.09 1 166.974000 112 7 64 33 0 1273.000
si6_b09_m200.06 1 199.969000 76 6 64 34 0 1264.000
si6_b09_m200.08 1 267.959000 115 7 64 26 0 1256.000
si6_b09_m200.03 1 297.954000 89 5 67 31 0 1330.00
si6_b09_m200.00 1 302.953000 75 4 64 30 0 1377.000
si6_b09_m200.02 1 171.973000 90 7 66 30 0 1314.000
si6_b09_m200.07 1 215.967000 100 4 64 25 0 1253.000
si6_b09_m200.04 1 170.974000 76 7 65 33 0 1242.000
si6_b09_m200.01 1 173.973000 76 5 113 29 0 1304.000
si6_b09_m200.05 1 176.973000 82 7 115 31 0 1260.00
g10_g11 0 .999000 1 0 0 6 0 326.000
g10_g12 0 3.999000 1 0 1 7 0 371.000
g10_g13 0 .999000 2 0 1 7 1167122 299.000
g10_g14 0 .999000 1 0 2 7 65679 447.000
g10_g15 0 .999000 6 0 5 9 29287061 582.000
g10_g16 0 63.990000 16 42 18 15 132511 1044.000
g10_g20 1 19.996000 12 0 9 20 3 544.000
g10_g21 1 30.995000 81 0 78 201 0 896.000
g10_g22 0 5.999000 19 26 11 15 12769 560.00
g10_g23 0 232554.646000 330485 331076 1023027 65985 100000000 1627373.000
g10_g25 0 .999000 1 0 2 7 56562766 287.000
g10_g26 0 467454.936000 1136407 1813257 2290870 70783 100000000 1156423.000
g10_g27 1 100000000 3440473 3188079 708971 140541 100000000 1841848.000
g10_g28 0 .999000 1 0 1 7 0 408.000
g10_g29 1 34.994000 12 1 11 15 31734 662.000
g10_g30 1 28.995000 17 0 11 16 27684 638.000
g10_g31 1 40.993000 14 1 13 20 109 729.000
g10_g32 1 100.984000 605 0 622 1216 0 975.000
g10_g33 0 14.997000 7 1 7 10 2735 700.0
g10_g37 0 186583.634000 14242 68865 19874 1944 100000000 253414.000
g10_g38 0 2.999000 3 0 3 7 0 409.000
g10_g40 1 63.990000 185 1 192 323 0 1028.000
g10_g41 0 7.998000 6 1 5 8 2120 817.000
g10_g42 0 591.910000 20 678 28 17 11448325 5396.000
g10_g43 1 6477.015000 383 206 128 20 100000000 190127.000
g10_g44 1 53.991000 26 3 33 19 155 818.000
g10_g45 1 30.995000 22 1 21 19 570 892.000
g10_g46 1 87892.638000 3474 5842 6026 213 9171083 10849.000
g10_g47 1 71888.071000 3806 6102 5610 81 8996655 8807.000
g10_g48 1 1127.828000 181 243 835 27 19960 1493.000
g10_g49 1 51.992000 405 592 18 16 100000000 1618.000
g10_g50 1 83.987000 147 1 146 224 0 1075.000
g11_g12 0 1.999000 2 0 1 8 100000000 429.000
g11_g13 0 .999000 2 0 2 7 1485557 360.00
g11_g14 0 .999000 1 0 2 7 61875 475.000
g11_g15 0 .999000 3 0 3 8 38558898 470.00
g11_g16 0 5.999000 2 0 4 7 94106 478.000
g11_g20 1 913.861000 258 211 671 33 298265 31608.000
g11_g21 1 70.989000 83 1 80 199 0 799.000
g11_g22 0 2.999000 2 0 2 7 16604 549.000
g11_g23 0 43.993000 12 14 13 13 100000000 990.00
g11_g25 0 .999000 3 0 3 8 619469 339.000
g11_g26 0 25.996000 7 16 10 11 100000000 835.000
g11_g27 0 183437.113000 71785 69280 368829 8623 100000000 100000000
g11_g28 0 0 1 0 1 7 0 453.000
g11_g29 0 100000000 3976 4186 6222187 472 100000000 1258276.000
g11_g30 0 100000000 3589 3766 5239258 457 100000000 1143411.000
g11_g31 0 100000000 24422 23778 100000000 2012 100000000 6923748.000
g11_g32 1 85.986000 607 0 621 1257 0 1183.000
g11_g33 0 .999000 4 0 4 7 3724 535.000
g11_g37 0 327.950000 11 21 12 11 66215432 2177.000
g11_g38 0 .999000 5 0 9 10 100000000 672.000
g11_g40 1 93.985000 187 1 188 308 675 1072.000
g11_g41 0 0 3 0 5 7 2771 639.000
g11_g42 0 69.989000 8 2 8 9 807376 1175.000
g11_g43 1 53.991000 100000000 100000000 100000000 5331 100000000 100000000
g11_g44 0 459975.073000 16993 17639 86897 1852 100000000 5129777.000
g11_g45 0 412632.270000 16784 16808 83066 1858 100000000 4753827.000
g11_g46 0 816.875000 97 155 172 55 100000000 30111.000
g11_g47 0 733.888000 95 276 105 52 100000000 35300.0
g11_g48 0 1749.734000 214 303 406 102 100000000 117215.000
g11_g49 0 41754091.413000 4998968 11868203 100000000 350577 100000000 100000000
g11_g50 1 116.982000 158 2 148 223 100000000 1195.000
g12_g20 0 96.985000 27 13 92 21 100000000 638.000
g12_g21 1 118.981000 81 0 80 167 0 995.000
g12_g23 0 .999000 4 0 7 11 1082242 479.000
g12_g26 0 .999000 5 0 6 9 4437 585.000
g12_g27 0 2.999000 6 0 9 11 100000000 640.00
g12_g29 0 56.991000 19 7 30 20 100000000 824.000
g12_g30 0 45.993000 19 4 29 17 100000000 769.000
g12_g31 0 166.974000 33 15 36 25 100000000 857.000
g12_g32 1 155.976000 612 1 628 1421 0 1669.000
g12_g38 0 .999000 3 1 2 9 100000000 444.000
g12_g40 1 127.980000 261 64 203 299 100000000 1524.000
g12_g43 0 102.984000 20 17 100000000 19 100000000 2288.000
g12_g44 0 94.985000 52 16 54 24 100000000 917.000
g12_g45 0 56.991000 37 8 33 23 100000000 965.000
g12_g46 0 7.998000 13 1 13 13 20 948.000
g12_g47 0 5.999000 19 1 18 13 17 1204.000
g12_g48 0 21.996000 17 2 15 16 22 1036.000
g12_g50 1 154.976000 153 1 155 233 100000000 1238.000
g13_g15 1 2.999000 5 0 7 9 12 534.000
g13_g20 0 419.936000 118 85 68 68 6617 545.000
g13_g21 1 35.994000 81 0 91 184 0 740.00
g13_g23 0 .999000 8 0 7 11 1 449.000
g13_g25 0 0 1 0 2 7 0 297.000
g13_g26 0 0 7 0 10 10 0 396.000
g13_g27 0 264.959000 137 105 206 66 100000000 10750.00
g13_g29 0 48.992000 18 2 26 19 1 736.000
g13_g30 0 27.995000 18 2 18 23 2 664.000
g13_g31 0 53.991000 23 5 30 20 9 766.000
g13_g32 1 137.979000 631 1 628 1245 0 1176.000
g13_g38 0 0 2 0 2 9 0 348.000
g13_g40 1 117.982000 192 1 192 284 0 1106.000
g13_g43 1 28.995000 2007594 2499031 10714312 22 100000000 917.000
g13_g44 0 40.993000 36 7 32 22 10 758.000
g13_g45 0 35.994000 35 9 36 23 17 770.00
g13_g46 0 28.995000 18 1 26 12 0 549.000
g13_g47 0 16.997000 18 1 17 12 0 557.000
g13_g48 0 37.994000 20 1 18 13 1 607.000
g13_g49 0 912.861000 37 3 69 23 11949244 17751.000
g13_g50 1 116.982000 155 1 152 231 0 1089.000
g14_g15 0 .999000 3 0 4 7 5693174 317.000
g14_g20 0 6563.002000 662 531 481 106 100000000 81248.000
g14_g21 1 65.989000 96 1 80 180 0 744.000
g14_g23 0 5.999000 5 0 4 10 100000000 556.000
g14_g25 0 0 1 0 1 6 304 292.000
g14_g26 0 5.999000 12 1 7 10 100000000 513.000
g14_g27 1 24624.256000 53 16 255 19 100000000 1414.000
g14_g29 0 44.993000 17 4 16 22 100000000 753.000
g14_g30 0 26.995000 17 4 24 21 100000000 731.000
g14_g31 0 75.988000 20 6 19 20 100000000 776.000
g14_g32 1 83.987000 605 1 629 1380 0 1125.000
g14_g38 0 3.999000 3 0 3 9 0 347.000
g14_g40 1 78.987000 190 1 191 307 100000000 1135.000
g14_g43 1 32.994000 21 4 19 17 100000000 9575.000
g14_g44 0 67.989000 34 6 44 20 100000000 792.000
g14_g45 0 57.991000 31 5 46 28 100000000 858.000
g14_g46 0 24.996000 20 1 16 11 4664953 726.000
g14_g47 0 22.996000 17 1 16 13 4779005 1042.000
g14_g48 0 42.993000 25 3 17 14 81109185 827.000
g14_g49 1 8754.669000 459 5715 17300 838 100000000 100000000
g14_g50 1 118.981000 152 2 150 241 0 1163.000
g15_g20 0 68.989000 25 5 72 20 2946 565.000
g15_g21 1 67.989000 82 0 82 183 0 894.000
g15_g23 0 .999000 8 0 6 10 1 485.000
g15_g25 0 0 2 0 2 7 0 335.000
g15_g26 0 0 8 0 5 10 0 410.00
g15_g27 0 19.996000 13 7 13 17 100000000 592.000
g15_g29 0 21.996000 25 1 17 20 3 664.000
g15_g30 0 19.996000 18 1 17 16 3 627.000
g15_g31 0 45.993000 21 2 20 22 18 717.000
g15_g32 1 112.982000 609 1 640 1397 0 1512.000
g15_g38 0 0 2 0 2 9 0 406.000
g15_g40 1 101.984000 195 1 197 294 630773 1232.000
g15_g43 1 4299.346000 704968 824723 7937967 91 100000000 37560144.000
g15_g44 0 31.995000 34 2 31 19 34 702.000
g15_g45 0 20.996000 34 2 50 19 22 783.000
g15_g46 0 4.999000 16 0 14 11 0 529.000
g15_g47 0 4.999000 22 1 15 12 0 528.000
g15_g48 0 32.994000 20 1 18 12 0 565.000
g15_g49 0 89.986000 48 4 50 26 1 897.000
g15_g50 1 109.983000 186 2 159 213 0 1214.000
g16_g20 0 100000000 569627 478641 19188123 31198 100000000 6701612.000
g16_g21 1 105.983000 85 0 84 203 0 973.000
g16_g22 0 .999000 2 0 3 7 0 385.000
g16_g23 0 1.999000 12 0 17 10 18353490 704.000
g16_g25 0 .999000 2 0 2 7 3 319.000
g16_g26 0 2.999000 16 1 10 10 20439223 796.000
g16_g27 0 2498.620000 22944 20042 26372 7347 100000000 9346.000
g16_g28 0 0 1 0 1 6 0 404.000
g16_g29 0 2823.570000 61 54 62 33 100000000 965.000
g16_g30 0 2137.675000 60 51 61 32 100000000 889.000
g16_g31 0 21541.725000 188 187 319 53 100000000 1453.000
g16_g32 1 130.980000 615 1 645 1368 0 1523.000
g16_g33 0 .999000 3 0 4 8 0 511.000
g16_g37 1 66.989000 36 2 28 12 356267 716.000
g16_g38 0 1.999000 2 0 2 7 424 491.000
g16_g40 1 237.963000 213 2 197 353 100000000 1476.000
g16_g43 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g16_g44 0 4662.291000 143 182 146 52 100000000 1507.000
g16_g45 0 3861.412000 191 171 147 86 100000000 1537.000
g16_g46 0 572.912000 26 10 24 15 100000000 940.00
g16_g47 0 369.943000 26 10 24 17 100000000 1035.000
g16_g48 0 1091.834000 45 26 27 22 100000000 1027.000
g16_g49 0 106253.846000 50509 1719786 72186 3244 100000000 62284704.000
g16_g50 1 198.969000 162 1 157 227 2075 1337.000
g17_g18 1 9.998000 3 0 6 9 0 567.000
g17_g19 0 12.998000 10 8 12 10 72893 1098.000
g17_g20 1 23.996000 9 0 82 19 0 623.000
g17_g21 1 52.991000 78 0 79 181 0 968.000
g17_g22 0 107.983000 6 1292 5 7 505795 1078.000
g17_g23 0 2.999000 4 0 4 10 100000000 1047.000
g17_g24 0 .999000 1 0 0 7 2 402.000
g17_g25 0 .999000 3 0 3 7 100000000 393.000
g17_g26 0 2.999000 4 0 4 6 100000000 1309.000
g17_g27 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g17_g28 0 .999000 1 0 1 6 2 529.000
g17_g29 1 57.991000 12 1 17 24 0 852.000
g17_g30 1 44.993000 13 1 12 19 0 879.000
g17_g31 1 50.992000 20 1 13 22 0 801.000
g17_g32 1 83.987000 605 1 623 1374 0 1496.000
g17_g33 0 4772.274000 59 109 172 26 103316 19541.000
g17_g34 0 269.958000 4 20 3 7 2035 801.000
g17_g35 0 312.952000 16 27 16 14 35414 1671.000
g17_g36 0 534.918000 15 37 9 10 41740 884.000
g17_g37 1 7370.879000 7898 123464 140533 735 100000000 10018093.000
g17_g38 0 1.999000 5 0 5 8 100000000 374.000
g17_g39 1 190.970000 10 3 14 10 0 2617.000
g17_g40 1 149.977000 185 1 186 301 0 1331.000
g17_g41 0 1806.725000 106 179 109 27 83471 36759.000
g17_g42 0 24299.305000 4158 13108 11040 591 100000000 95796.000
g17_g43 1 105.983000 100000000 100000000 100000000 39 100000000 5153.000
g17_g44 1 50.992000 30 1 22 27 5 2112.000
g17_g45 1 45.993000 34 2 26 20 0 1645.000
g17_g46 1 81.987000 17 1 13 14 5 994.000
g17_g47 1 48.992000 21 1 13 15 3 943.000
g17_g48 1 60.990000 15 1 22 18 4 1048.000
g17_g49 1 76.988000 15 192156 347 20 100000000 2886.000
g17_g50 1 117.982000 147 1 147 212 0 2032039.000
g18_g19 0 1.999000 4 0 6 7 8415 889.000
g18_g20 1 2529.615000 4888 4684 4795 696 0 683.000
g18_g21 1 96.985000 79 1 80 182 0 1037.000
g18_g22 0 .999000 7 0 4 7 5442 1304.000
g18_g23 0 2.999000 5 0 5 9 58412553 1084.000
g18_g24 0 .999000 1 0 1 6 0 323.000
g18_g25 0 0 3 0 3 6 292595 306.000
g18_g26 0 1.999000 7 0 4 8 100000000 1307.000
g18_g27 0 2.999000 7 0 7 10 100000000 1913.000
g18_g28 0 0 1 0 1 7 0 443.000
g18_g29 1 414.936000 64 2165 64 22 1611958 13151.000
g18_g30 1 2052.687000 30 472 41 46 1190661 3702.000
g18_g31 1 117.982000 36 60 30 25 14600 4049.000
g18_g32 1 153.976000 606 1 622 1385 0 1497.000
g18_g33 0 993.848000 50 89 51 27 4477 14367.000
g18_g34 0 96.985000 3 10 3 7 13 911.000
g18_g35 0 125.980000 14 37 15 10 1685 1375.000
g18_g36 0 235.964000 5 29 4 7 2740 797.000
g18_g37 0 1261305.252000 58734 974835 60219 5218 71029593 17869901.000
g18_g38 0 1.999000 5 0 4 7 100000000 328.000
g18_g39 0 37.994000 19 2 18 12 535 1753.000
g18_g40 1 133.979000 188 1 199 300 0 1455.000
g18_g41 0 1193.818000 170 177 108 41 3146 13624.000
g18_g42 0 1762.732000 583 6571 418 93 283495 40669.000
g18_g43 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g18_g44 1 29290.547000 3165826 11359552 3341789 262467 100000000 6422972.000
g18_g45 1 26693540.964000 100000000 8449538 100000000 272552 100000000 15315360.00
g18_g46 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g18_g47 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g18_g48 1 73648470.730000 100000000 100000000 100000000 100000000 100000000 100000000
g18_g49 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g18_g50 1 156.976000 150 1 177 207 100000000 100000000
g19_g20 1 100000000 100000000 100000000 100000000 18669805 100000000 100000000
g19_g21 1 69.989000 83 1 83 168 0 1038.000
g19_g22 0 2.999000 2 0 2 7 157334 499.000
g19_g23 0 3.999000 9 0 8 7 100000000 1370.00
g19_g25 0 .999000 2 0 2 7 981957 297.000
g19_g26 0 1.999000 6 0 8 7 100000000 1583.000
g19_g27 0 240079.502000 450377 379371 872866 45939 100000000 100000000
g19_g28 0 0 1 0 2 7 0 450.00
g19_g29 0 100000000 16592258 18885533 100000000 1674095 100000000 100000000
g19_g30 0 100000000 12992059 15081001 100000000 1288867 100000000 100000000
g19_g31 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g19_g32 1 123.981000 638 1 627 1417 0 1609.000
g19_g33 0 2.999000 3 0 4 8 75268 543.000
g19_g35 0 0 4 1 4 8 4282 582.000
g19_g37 0 1059.838000 50 368 92 24 100000000 6285.000
g19_g38 0 2.999000 2 0 2 7 100000000 372.000
g19_g40 1 246.962000 195 2 213 298 4722 1415.000
g19_g41 0 1.999000 5 3 5 7 21361 765.000
g19_g42 0 123.981000 13 3 11 9 100000000 821.000
g19_g43 0 100000000 6213344 100000000 100000000 385147 100000000 100000000
g19_g44 0 100000000 100000000 100000000 100000000 14026118 100000000 100000000
g19_g45 0 100000000 100000000 100000000 100000000 19733955 100000000 100000000
g19_g46 0 610014.263000 11754 28894 23095 1627 100000000 1669947.000
g19_g47 0 563679.307000 11511 28295 22872 820 100000000 1469806.000
g19_g48 0 2670433.032000 47559 92664 120273 6848 100000000 4941887.000
g19_g49 0 23394115.553000 75094 13134148 10646206 19481 100000000 100000000
g19_g50 1 283.956000 157 1 163 217 0 94165229.000
g2_g10 1 0 1 0 1 10 0 330.00
g2_g11 1 .999000 1 0 1 11 0 389.000
g2_g12 1 .999000 1 0 1 10 0 295.000
g2_g13 1 .999000 1 0 1 11 0 281.000
g2_g14 1 .999000 1 0 1 10 0 295.000
g2_g15 1 0 2 0 2 12 0 330.00
g2_g16 1 1.999000 2 0 1 10 0 328.000
g2_g17 1 .999000 0 0 1 9 0 294.000
g2_g18 1 .999000 1 0 0 8 0 289.000
g2_g19 1 1.999000 1 0 1 8 0 317.000
g2_g20 1 3.999000 6 0 8 21 0 438.000
g2_g21 1 7.998000 74 0 75 188 0 408.000
g2_g22 1 1.999000 1 0 1 10 0 330.00
g2_g23 1 1.999000 4 0 3 11 0 315.000
g2_g24 0 .999000 2 2 2 12 6 409.000
g2_g25 1 .999000 1 0 1 11 0 301.000
g2_g26 1 1.999000 4 0 4 12 24255 381.000
g2_g27 1 3.999000 7 0 5 13 0 301.000
g2_g28 1 0 2 0 2 12 1 559.000
g2_g29 1 5.999000 7 0 9 15 0 337.000
g2_g3 0 1.999000 0 0 0 9 1 395.000
g2_g30 1 2.999000 8 0 10 18 0 409.000
g2_g31 1 5.999000 10 0 9 20 0 334.000
g2_g32 1 12.998000 596 0 620 1345 0 404.000
g2_g33 1 2.999000 3 0 3 10 0 299.000
g2_g34 1 2.999000 1 0 2 8 0 331.000
g2_g35 1 2.999000 3 0 2 10 0 312.000
g2_g36 1 3.999000 2 0 2 10 0 338.000
g2_g37 1 5.999000 6 0 6 11 0 491.000
g2_g38 1 .999000 2 0 3 14 0 338.000
g2_g39 1 3.999000 2 0 3 10 0 440.00
g2_g4 1 0 0 0 0 8 0 249.000
g2_g40 1 14.997000 183 1 182 349 0 480.00
g2_g41 1 4.999000 3 0 2 9 0 336.000
g2_g42 1 3.999000 3 0 4 9 0 352.000
g2_g43 1 5.999000 9 0 9 17 0 342.000
g2_g44 1 5.999000 12 0 12 19 0 675.000
g2_g45 1 2.999000 15 0 12 18 0 509.000
g2_g46 1 5.999000 7 0 10 14 0 481.000
g2_g47 1 3.999000 7 0 10 15 0 410.00
g2_g48 1 7.998000 11 0 9 16 0 434.000
g2_g49 1 6.998000 11 0 8 14 0 349.000
g2_g5 1 .999000 0 0 0 8 0 307.000
g2_g50 1 17.997000 141 0 140 229 0 520.00
g2_g6 1 0 0 0 0 11 0 263.000
g2_g7 1 .999000 0 0 0 8 0 253.000
g2_g8 1 0 0 0 0 11 0 285.000
g2_g9 1 .999000 0 0 1 11 0 335.000
g20_g21 1 571.913000 139 13 104 191 0 2036.000
g20_g23 0 .999000 8 0 9 19 0 644.000
g20_g26 0 .999000 7 0 7 15 0 481.000
g20_g27 0 .999000 9 0 11 18 137 600.0
g20_g29 0 .999000 13 0 13 22 1 624.000
g20_g30 0 .999000 13 0 14 21 0 630.00
g20_g31 0 .999000 16 1 15 23 3 840.00
g20_g32 1 1069.837000 645 4 656 1393 0 4113.000
g20_g38 0 .999000 9 0 9 16 0 523.000
g20_g40 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g20_g43 0 1.999000 12 1 16 20 5 825.000
g20_g44 0 .999000 14 0 14 18 8 810.00
g20_g45 0 .999000 15 1 14 18 7 805.000
g20_g48 0 .999000 13 0 17 20 0 680.00
g20_g50 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g21_g27 0 .999000 78 0 80 165 0 626.000
g21_g32 1 4795.271000 766 8 732 1520 0 9127.000
g21_g40 0 49.992000 280 4 273 437 3 2632.000
g21_g50 0 .999000 266 3 221 317 100000000 2097.000
g22_g23 0 2.999000 7 0 6 8 100000000 612.000
g22_g25 0 .999000 3 0 3 8 1870 365.000
g22_g26 0 2.999000 6 0 10 8 100000000 702.000
g22_g27 0 17.997000 36 9 42 20 100000000 1094.000
g22_g28 0 0 1 0 1 7 0 379.000
g22_g29 0 38.994000 38 12 24 21 100000000 849.000
g22_g30 0 35.994000 24 6 38 20 100000000 852.000
g22_g31 0 100000000 29 8 100000000 29 100000000 915.000
g22_g32 1 281.957000 613 1 628 1418 0 2213.000
g22_g33 0 .999000 6 0 6 9 3 445.000
g22_g37 1 48.992000 18 6 19 13 100000000 739.000
g22_g38 0 2.999000 3 0 3 8 78 334.000
g22_g40 1 221.966000 196 2 213 357 100000000 1631.000
g22_g43 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g22_g44 0 52.991000 47 9 70 23 100000000 1097.000
g22_g45 0 45.993000 45 6 68 24 100000000 1024.000
g22_g46 0 48.992000 25 5 40 14 100000000 1006.000
g22_g47 0 45.993000 25 7 22 15 100000000 960.00
g22_g48 0 80.987000 27 8 24 17 100000000 1095.000
g22_g49 0 100000000 100000000 100000000 100000000 13102528 100000000 100000000
g22_g50 1 243.962000 166 3 191 218 100000000 1781.000
g23_g27 0 4.999000 21 1 21 11 100000000 644.000
g23_g32 1 252.961000 632 1 667 1182 0 2250.00
g23_g40 1 292.955000 61582 50032 240 350 100000000 1785.000
g23_g50 1 239.963000 173 2 169 215 100000000 1793.000
g24_g25 0 .999000 2 0 2 7 100000000 555.000
g24_g26 1 11.998000 5 1 8 12 100000000 663.000
g24_g27 1 15.997000 7 0 5 14 1 649.000
g24_g28 0 0 2 0 3 8 0 412.000
g24_g29 0 100000000 5884 20318 100000000 885 100000000 787.000
g24_g30 0 100000000 6866 20857 100000000 3991 100000000 934.000
g24_g31 0 100000000 52919 77963 100000000 13259 100000000 235878.000
g24_g32 1 54.991000 606 0 619 1354 0 1212.000
g24_g33 0 4.999000 3 0 2 8 38706 648.000
g24_g35 0 5.999000 5 1 4 7 6512 695.000
g24_g36 0 2.999000 5 0 5 8 2545 590.00
g24_g37 1 27.995000 9 1 7 11 30 794.000
g24_g38 0 11.998000 5 40102 3 9 18509162 456.000
g24_g39 0 7.998000 3 0 4 8 878 695.000
g24_g40 1 53.991000 183 1 185 312 0 1403.000
g24_g41 0 4.999000 3 1 5 8 5722 773.000
g24_g42 1 26.995000 5 1151097 10 10 34 828.000
g24_g43 1 33.994000 13 19 13 17 5 849.000
g24_g44 0 44.993000 22 8 23 23 100000000 2525.000
g24_g45 0 26.995000 24 8 36 23 100000000 3850.00
g24_g46 0 100000000 10 3474 15 14 100000000 939.000
g24_g47 0 100000000 10 2229 11 14 100000000 1005.000
g24_g48 0 100000000 95 4447 100000000 44 100000000 1031.000
g24_g49 1 45.993000 11 1 13 19 55 922.000
g24_g50 1 69.989000 144 1 143 221 0 1459.000
g25_g26 1 6.998000 6 1 9 10 83819 692.000
g25_g27 0 130.980000 362 285 483 70 100000000 20449.000
g25_g29 0 42.993000 15 2 21 20 100000000 753.000
