instance sat lad vbbjdpd vbbjdpdnosup vb ttvbbjdpd32g vf2 snd
si4_b06m_m400.05 1 35.994000 107 10 159 24 0 4542.000
si4_b06m_m400.07 1 33.994000 54 11 48 17 0 4930.00
si4_b06m_m400.00 1 34.994000 72 8 71 19 0 4713.000
si4_b06m_m400.04 1 34.994000 50 7 45 16 0 4663.000
si4_b06m_m400.09 1 21.996000 64 6 60 19 0 4862.000
si4_b06m_m400.02 1 20.996000 111 6 79 24 0 5486.000
si2_m4Dr2_m625.05 1 75.988000 217 17 198 42 0 9948.000
si2_m4Dr2_m625.00 1 224.965000 136 615 131 47 0 8259.000
si2_m4Dr2_m625.08 1 21.996000 103 14 94 33 0 13483.000
si2_m4Dr2_m625.09 1 101.984000 109 9 109 32 0 8384.000
si2_m4Dr2_m625.06 1 231.964000 117 91 108 33 0 12747.000
si2_m4Dr2_m625.04 1 475.927000 68 15 64 26 0 16656.000
si2_m4Dr2_m625.01 1 114.982000 191 23 157 39 0 13567.000
si2_m4Dr2_m625.03 1 241.963000 68 530 57 26 0 14912.000
si2_m4Dr2_m625.02 1 171.973000 162 43 110 35 0 17937.000
si2_m4Dr2_m625.07 1 121.981000 57 10 55 28 0 8515.000
si2_r005_m200.02 1 6013.085000 43 11 8136 27 100000000 3830.00
si2_r005_m200.01 1 216589.073000 322 197 13997 59 100000000 7624.000
si2_r005_m200.03 1 4472.320000 69 57 300 43 100000000 21840.00
si2_r005_m200.05 1 14597.780000 12778 3715 420 854 100000000 124625.000
si2_r005_m200.08 1 48967.555000 1572 2873 4619 198 100000000 1135185.000
si2_r005_m200.04 1 11467.256000 6543 10642 2351 671 100000000 39697.000
si2_r005_m200.09 1 195.970000 106 299 49 31 100000000 2100.0
si2_r005_m200.06 1 110.983000 168 248 109 47 100000000 2447.000
si2_r005_m200.00 1 34375.774000 734 438 30318 76 100000000 395726.000
si2_r005_m200.07 1 6054.079000 70 392 115 41 100000000 3481.000
si4_b03m_m400.03 1 11.998000 26 9 33 17 0 3392.000
si4_b03m_m400.09 1 17.997000 42 10 44 18 0 3613.000
si4_b03m_m400.08 1 15.997000 43 13 27 18 0 3812.000
si4_b03m_m400.04 1 13.997000 28 6 27 17 0 3586.000
si4_b03m_m400.00 1 19.996000 45 8 26 17 0 3619.000
si4_b03m_m400.01 1 19.996000 42 9 39 20 0 3839.000
si4_b03m_m400.07 1 9.998000 48 5 30 17 0 3815.000
si4_b03m_m400.02 1 19.996000 41 13 57 19 0 3781.000
si4_b03m_m400.06 1 11.998000 39 10 36 21 0 3901.000
si4_b03m_m400.05 1 17.997000 44 8 26 17 0 3760.00
si2_r01_m600.01 1 100000000 331982 208754 552079 259635 100000000 100000000
si2_r01_m600.06 1 100000000 202663 121033 1642887 248064 100000000 100000000
si2_r01_m600.09 1 100000000 737980 456930 11705395 307893 100000000 100000000
si2_r01_m600.08 1 100000000 1245494 783742 16274931 333769 100000000 100000000
si2_r01_m600.04 1 100000000 1455349 935338 3145845 355620 100000000 100000000
si2_r01_m600.02 1 100000000 4182917 2690501 12712775 691985 100000000 100000000
si2_r01_m600.00 1 100000000 26074160 16922583 14404610 1759706 100000000 100000000
si2_r01_m600.07 1 100000000 428607 275448 5414466 126934 100000000 100000000
si2_r01_m600.03 1 100000000 2664784 1707938 14972561 572491 100000000 100000000
si2_r01_m600.05 1 100000000 243769 147735 32481842 130055 100000000 100000000
si4_m4Dr6_m256.01 1 19.996000 24 3 22 13 0 2004.000
si4_m4Dr6_m256.00 1 96.985000 54 9 87 17 0 2456.000
si4_m4Dr6_m256.05 1 149.977000 30 18 30 13 0 2667.000
si4_m4Dr6_m256.08 1 78.987000 27 48 42 12 0 2196.000
si4_m4Dr6_m256.03 1 11.998000 65 7 44 14 0 3242.000
si4_m4Dr6_m256.06 1 83.987000 57 7 78 14 0 1707.000
si4_m4Dr6_m256.09 1 63.990000 28 3 44 11 0 2187.000
si4_m4Dr6_m256.07 1 388.940000 47 61 28 14 0 4523.000
si4_m4Dr6_m256.02 1 23.996000 62 5 47 15 0 2136.000
si4_m4Dr6_m256.04 1 144.977000 45 45 27 11 0 2281.000
si2_b03m_m400.02 1 9.998000 35 5 19 16 0 1947.000
si2_b03m_m400.00 1 8.998000 37 8 55 21 0 1944.000
si2_b03m_m400.01 1 5.999000 28 5 22 18 0 1986.000
si2_b03m_m400.05 1 6.998000 36 3 34 20 0 2143.000
si2_b03m_m400.08 1 7.998000 29 4 28 20 0 1829.000
si2_b03m_m400.07 1 13.997000 20 5 19 15 0 2175.000
si2_b03m_m400.09 1 10.998000 28 6 30 19 0 2037.000
si2_b03m_m400.03 1 5.999000 25 4 24 18 0 1960.00
si2_b03m_m400.04 1 10.998000 43 3 30 20 0 1887.000
si2_b03m_m400.06 1 8.998000 24 3 32 18 0 1993.000
si2_b03m_m200.05 1 1.999000 12 1 19 16 0 527.000
si2_b03m_m200.03 1 2.999000 6 1 5 9 0 527.000
si2_b03m_m200.00 1 3.999000 8 1 7 12 0 517.000
si2_b03m_m200.08 1 2.999000 10 1 7 10 0 504.000
si2_b03m_m200.06 1 1.999000 10 1 6 11 0 515.000
si2_b03m_m200.02 1 3.999000 6 0 6 11 0 509.000
si2_b03m_m200.09 1 2.999000 9 1 9 9 0 501.000
si2_b03m_m200.04 1 2.999000 12 1 14 14 0 521.000
si2_b03m_m200.01 1 2.999000 10 1 10 17 0 522.000
si2_b03m_m200.07 1 1.999000 4 0 4 11 0 552.000
si4_r001_m200.04 1 35.994000 9 49 8 9 100000000 1061.000
si4_r001_m200.07 1 38.994000 18 9 16 12 100000000 1695.000
si4_r001_m200.00 1 20.996000 10 20 13 9 100000000 875.000
si4_r001_m200.01 1 30.995000 10 2 8 9 278962 1231.000
si4_r001_m200.03 1 30.995000 11 5688 8 9 100000000 1076.000
si4_r001_m200.06 1 28.995000 19 5 17 11 100000000 887.000
si4_r001_m200.05 1 39.993000 12 3 16 10 100000000 882.000
si4_r001_m200.08 1 36.994000 10 6 9 11 100000000 1176.000
si4_r001_m200.09 1 155.976000 12 1556 11 14 100000000 1920.00
si4_r001_m200.02 1 30.995000 17 145 16 11 100000000 1576.000
si2_m4D_m256.08 1 25.996000 29 9 26 15 0 776.000
si2_m4D_m256.03 1 61.990000 25 2 26 11 0 823.000
si2_m4D_m256.02 1 20.996000 22 8 20 19 0 948.000
si2_m4D_m256.06 1 34.994000 17 1 22 14 0 853.000
si2_m4D_m256.04 1 9.998000 19 4 15 13 0 791.000
si2_m4D_m256.07 1 29.995000 21 3 31 19 0 951.000
si2_m4D_m256.01 1 33.994000 25 2 15 11 0 718.000
si2_m4D_m256.09 1 36.994000 23 2 23 15 0 896.000
si2_m4D_m256.00 1 19.996000 43 2 71 22 0 981.000
si2_m4D_m256.05 1 34.994000 18 2 17 12 0 753.000
si6_r01_m400.04 1 686100.696000 21282 14000 39896 4239 100000000 5246465.000
si6_r01_m400.08 1 79271.948000 6328 1481 7314 1251 100000000 551755.000
si6_r01_m400.07 1 1148807.354000 13761 6339 50189 2300 100000000 2934047.000
si6_r01_m400.06 1 755671.120000 12920 5925 28584 1763 100000000 1438316.000
si6_r01_m400.05 1 4248429.140000 52833 35228 71617 7892 100000000 10426085.000
si6_r01_m400.02 1 8845164.330000 15532 8165 31050 2365 100000000 1454935.000
si6_r01_m400.00 1 487403.903000 15174 7907 48171 2450 100000000 4584887.000
si6_r01_m400.03 1 1695386.262000 8910 3299 11660 1623 100000000 4845313.000
si6_r01_m400.01 1 3643813.056000 13849 6897 104743 2246 100000000 8418965.000
si6_r01_m400.09 1 10809847.653000 28562 17265 79957 6826 100000000 4059492.000
si2_m4Dr4_m625.07 1 489.925000 145 16 232 30 0 11341.000
si2_m4Dr4_m625.02 1 36.994000 65 15 100 31 1 11416.000
si2_m4Dr4_m625.03 1 27.995000 204 15 188 43 0 11658.000
si2_m4Dr4_m625.00 1 45.993000 110 9 108 33 0 8505.000
si2_m4Dr4_m625.05 1 24.996000 120 15 111 31 0 7334.000
si2_m4Dr4_m625.06 1 466.929000 132 569 123 38 0 13510.00
si2_m4Dr4_m625.09 1 683.896000 80 241084 82 75 0 13625.000
si2_m4Dr4_m625.01 1 384.941000 76 25 73 29 0 18102.000
si2_m4Dr4_m625.08 1 737.887000 78 242 72 37 0 12689.000
si2_m4Dr4_m625.04 1 2242.659000 82 14 74 40 0 43666.000
si4_r01_m400.01 1 38564845.252000 3035 120 77511 1484 100000000 77445946.000
si4_r01_m400.08 1 32857113.959000 62465 41573 109644 17879 100000000 39623748.000
si4_r01_m400.02 1 8638625.729000 223332 155961 30798 21833 100000000 82776547.000
si4_r01_m400.03 1 100000000 26376 16681 65120 4900 100000000 1556120.00
si4_r01_m400.07 1 20878261.021000 52715 35343 672159 5827 100000000 38563178.000
si4_r01_m400.06 1 15709266.828000 5925 2751 29946 1632 100000000 100000000
si4_r01_m400.04 1 100000000 201284 141148 172859 20969 100000000 7693755.000
si4_r01_m400.00 1 100000000 349335 248270 528783 35431 100000000 67691303.000
si4_r01_m400.05 1 53265973.341000 13512 7285 990694 5615 100000000 55599038.000
si4_r01_m400.09 1 8961636.624000 42822 28423 130961 8674 100000000 10549131.000
si2_b09m_m400.09 1 15.997000 78 6 72 22 0 3029.000
si2_b09m_m400.03 1 234.964000 66 4 74 17 0 3154.000
si2_b09m_m400.01 1 29.995000 52 3 48 16 0 2893.000
si2_b09m_m400.08 1 38.994000 55 4 54 19 0 2883.000
si2_b09m_m400.05 1 134.979000 66 7 60 16 0 3007.000
si2_b09m_m400.06 1 27.995000 50 3 47 17 0 2861.000
si2_b09m_m400.00 1 18.997000 59 4 72 16 0 3214.000
si2_b09m_m400.02 1 14.997000 53 6 68 20 0 2993.000
si2_b09m_m400.04 1 18.997000 51 3 47 16 0 2894.000
si2_b09m_m400.07 1 27.995000 53 4 79 16 0 3328.000
si2_b09_m800.07 1 2488.621000 403 27 389 171 0 16931.000
si2_b09_m800.04 1 2645.597000 404 27 361 174 0 17620.00
si2_b09_m800.05 1 2525.616000 403 27 386 167 0 17537.000
si2_b09_m800.00 1 2617.602000 404 34 390 153 0 19235.000
si2_b09_m800.02 1 2878.562000 403 28 395 158 0 20911.000
si2_b09_m800.01 1 2618.601000 476 36 354 167 0 16419.000
si2_b09_m800.08 1 2477.623000 404 27 369 173 0 20721.000
si2_b09_m800.09 1 2555.611000 405 28 358 161 0 19439.000
si2_b09_m800.03 1 2910.557000 405 27 625 138 0 19219.000
si2_b09_m800.06 1 2568.609000 403 27 644 168 0 17587.000
si6_b03_m400.04 1 373.943000 54 11 48 125 0 4288.000
si6_b03_m400.09 1 499.924000 60 10 48 127 0 3980.00
si6_b03_m400.02 1 363.944000 54 16 50 126 0 4246.000
si6_b03_m400.06 1 381.941000 63 16 55 123 0 3983.000
si6_b03_m400.05 1 686.895000 54 10 49 135 0 3957.000
si6_b03_m400.08 1 363.944000 57 11 86 134 0 3902.000
si6_b03_m400.01 1 707.892000 56 10 49 130 0 3934.000
si6_b03_m400.07 1 360.945000 54 11 49 130 0 3941.000
si6_b03_m400.03 1 379.942000 54 10 48 127 0 4221.000
si6_b03_m400.00 1 455.930000 60 10 48 132 0 4110.00
si2_r005_m600.03 1 100000000 25061 17450 458262 51859 100000000 8652327.000
si2_r005_m600.00 1 100000000 472606 265547 1711992 51974 100000000 54111857.000
si2_r005_m600.06 1 100000000 31592 22938 230920 22552 100000000 22511697.000
si2_r005_m600.01 1 100000000 119855 86180 5272164 22513 100000000 19139209.000
si2_r005_m600.04 1 100000000 299135 223279 73136 57381 100000000 5285896.000
si2_r005_m600.09 1 4494516.729000 34019 22680 21496 44554 100000000 4387057.000
si2_r005_m600.05 1 100000000 1452407 160850 8285894 135481 100000000 33986595.000
si2_r005_m600.02 1 100000000 337038 208163 3142977 70055 100000000 30596001.000
si2_r005_m600.08 1 100000000 73800 640980 1082217 11586 100000000 41765878.000
si2_r005_m600.07 1 100000000 10790 13980 1556466 17565 100000000 12805487.000
si4_r01_m600.05 1 100000000 62298 29793 21103632 39114 100000000 100000000
si4_r01_m600.02 1 54735630.919000 64315 32408 471563 75883 100000000 100000000
si4_r01_m600.03 1 100000000 239710 145178 368891 102858 100000000 100000000
si4_r01_m600.07 1 100000000 481802 297899 243721 266376 100000000 31352200.0
si4_r01_m600.08 1 100000000 387197 243484 899782 201108 100000000 100000000
si4_r01_m600.06 1 100000000 165848 98986 671476 89919 100000000 100000000
si4_r01_m600.01 1 100000000 1076392 690629 3665024 386252 100000000 100000000
si4_r01_m600.04 1 89810232.769000 343388 216752 349268 194369 100000000 100000000
si4_r01_m600.00 1 100000000 750431 483534 731972 199885 100000000 100000000
si4_r01_m600.09 1 100000000 247343 150730 436887 96274 100000000 100000000
si2_b09_m400.04 1 334.949000 107 6 141 27 0 3691.000
si2_b09_m400.08 1 349.946000 103 6 141 29 0 3245.000
si2_b09_m400.05 1 349.946000 102 6 105 27 0 3008.000
si2_b09_m400.01 1 346.947000 104 8 91 29 0 3101.000
si2_b09_m400.03 1 613.906000 103 9 91 28 0 3133.000
si2_b09_m400.02 1 637.903000 103 7 121 31 0 2905.000
si2_b09_m400.07 1 355.945000 121 10 159 30 0 2972.000
si2_b09_m400.09 1 338.948000 102 6 90 30 0 3614.000
si2_b09_m400.06 1 340.948000 104 6 90 30 0 3005.000
si2_b09_m400.00 1 668.898000 102 6 90 29 0 3141.000
si4_b06_m200.06 1 71.989000 29 3 24 13 0 801.000
si4_b06_m200.03 1 70.989000 30 4 41 12 0 794.000
si4_b06_m200.02 1 73.988000 27 2 34 13 0 812.000
si4_b06_m200.07 1 72.988000 27 4 29 12 0 730.00
si4_b06_m200.05 1 72.988000 29 3 24 13 0 745.000
si4_b06_m200.08 1 132.979000 27 3 27 12 0 742.000
si4_b06_m200.00 1 108.983000 27 2 43 11 0 803.000
si4_b06_m200.04 1 75.988000 28 2 24 12 0 710.00
si4_b06_m200.01 1 71.989000 28 3 43 13 0 907.000
si4_b06_m200.09 1 136.979000 28 2 24 12 0 773.000
si4_r005_m400.06 1 70620.264000 3553 1168 1693 815 100000000 43743.000
si4_r005_m400.03 1 124423.084000 1610 3948 1406 322 100000000 71693.000
si4_r005_m400.07 1 127690.588000 4082 3632 4735 1276 100000000 244067.000
si4_r005_m400.01 1 239957.520000 1466 467 1873 324 100000000 349039.000
si4_r005_m400.04 1 1277791.746000 1731 728 11899 451 100000000 602300.0
si4_r005_m400.00 1 2496118.532000 1770 728 4044 792 100000000 173702.000
si4_r005_m400.09 1 548989.540000 1972 866 12727 601 100000000 174406.000
si4_r005_m400.05 1 130111.220000 1501 527 2089 304 100000000 200058.000
si4_r005_m400.08 1 2451669.289000 1202 145 3311 220 100000000 606458.000
si4_r005_m400.02 1 714530.374000 3904 3118 1759 501 100000000 616461.000
si4_m4Dr2_m1296.07 1 198.969000 2067 129 1876 168 5 192773.000
si4_m4Dr2_m1296.00 1 196.970000 827 130 754 132 5 227778.000
si4_m4Dr2_m1296.05 1 251.961000 899 93 797 126 5 230721.000
si4_m4Dr2_m1296.04 1 205.968000 448 92 422 113 5 181918.000
si4_m4Dr2_m1296.08 1 3300.498000 1057 336 956 125 5 212645.000
si4_m4Dr2_m1296.01 1 332.949000 1148 130 1034 131 5 199577.000
si4_m4Dr2_m1296.06 1 206.968000 778 92 708 121 5 158194.000
si4_m4Dr2_m1296.02 1 221.966000 721 94 658 120 5 233560.00
si4_m4Dr2_m1296.03 1 4049.384000 604 878 542 111 4 363949.000
si4_m4Dr2_m1296.09 1 494.924000 982 138 888 119 5 211683.000
si6_b09_m800.03 1 8576.696000 1194 86 1039 408 2 67016.000
si6_b09_m800.09 1 9516.553000 1196 86 1519 465 1 62530.00
si6_b09_m800.07 1 8192.754000 1193 86 1048 427 1 66701.000
si6_b09_m800.05 1 8550.700000 1196 86 1202 441 1 68550.00
si6_b09_m800.04 1 9434.565000 1195 136 1112 428 1 67531.000
si6_b09_m800.01 1 8667.682000 1842 135 1076 409 1 59558.000
si6_b09_m800.00 1 9448.563000 1197 86 1815 397 1 56384.000
si6_b09_m800.02 1 7571.848000 1194 86 1038 418 1 60309.000
si6_b09_m800.06 1 8630.687000 1298 87 1042 394 1 58707.000
si6_b09_m800.08 1 8145.761000 1197 141 1040 424 1 58144.000
si6_b06m_m400.00 1 32.994000 259 15 238 40 1 7718.000
si6_b06m_m400.08 1 28.995000 155 11 138 28 1 7713.000
si6_b06m_m400.03 1 55.991000 127 11 138 32 1 7676.000
si6_b06m_m400.04 1 32.994000 282 10 274 49 1 6987.000
si6_b06m_m400.06 1 33.994000 197 17 161 35 1 6908.000
si6_b06m_m400.07 1 49.992000 61 12 93 22 1 7554.000
si6_b06m_m400.09 1 52.991000 154 11 139 29 1 7692.000
si6_b06m_m400.02 1 51.992000 67 13 104 20 1 7797.000
si6_b06m_m400.01 1 36.994000 54 10 83 21 1 7900.0
si6_b06m_m400.05 1 53.991000 64 11 95 19 1 6888.000
si2_m4Dr4_m1296.08 1 1309.800000 304 52 285 71 2 221307.000
si2_m4Dr4_m1296.07 1 304.953000 308 42 254 69 4 80448.000
si2_m4Dr4_m1296.03 1 3610.451000 319 217 325 69 2 115253.000
si2_m4Dr4_m1296.05 1 109.983000 670 40 638 117 2 58781.000
si2_m4Dr4_m1296.06 1 176.973000 479 53 489 85 2 59493.000
si2_m4Dr4_m1296.04 1 179.972000 687 73 603 86 2 87882.000
si2_m4Dr4_m1296.09 1 1099.832000 272 54 245 67 2 111516.000
si2_m4Dr4_m1296.01 1 1184.819000 541 67 495 76 4 132752.000
si2_m4Dr4_m1296.00 1 515.921000 496 84 542 76 2 123886.000
si2_m4Dr4_m1296.02 1 2348.642000 289 148 438 67 2 90980.00
si6_m4Dr6_m1296.02 1 2302.649000 1137 194 1013 173 11 548468.000
si6_m4Dr6_m1296.08 1 372.943000 1080 174 1208 178 11 392813.000
si6_m4Dr6_m1296.07 1 482.926000 1081 176 1003 185 10 248538.000
si6_m4Dr6_m1296.06 1 376.942000 980 174 886 190 13 298661.000
si6_m4Dr6_m1296.03 1 669.898000 1138 264 1033 177 13 343925.000
si6_m4Dr6_m1296.04 1 764.883000 1137 176 992 177 11 286282.000
si6_m4Dr6_m1296.05 1 1038.842000 2170 177 1935 200 11 504107.000
si6_m4Dr6_m1296.00 1 374.943000 1076 220 961 179 11 279793.000
si6_m4Dr6_m1296.09 1 369.943000 969 173 874 176 10 236640.00
si6_m4Dr6_m1296.01 1 431.934000 1751 174 1836 196 11 357276.000
si4_m4Dr2_m256.00 1 30.995000 38 9 35 15 0 1193.000
si4_m4Dr2_m256.01 1 10.998000 41 2 38 18 0 1684.000
si4_m4Dr2_m256.05 1 15.997000 81 2 74 21 0 2433.000
si4_m4Dr2_m256.04 1 26.995000 70 5 65 20 0 3055.000
si4_m4Dr2_m256.08 1 10.998000 57 4 52 17 0 1772.000
si4_m4Dr2_m256.07 1 44.993000 29 4 34 12 0 1897.000
si4_m4Dr2_m256.06 1 27.995000 52 4 33 14 0 1571.000
si4_m4Dr2_m256.02 1 12.998000 33 4 43 14 0 1630.00
si4_m4Dr2_m256.09 1 24.996000 117 6 106 25 0 1507.000
si4_m4Dr2_m256.03 1 39.993000 39 5 32 15 0 1932.000
si4_b09m_m200.01 1 8.998000 31 3 27 12 0 1133.000
si4_b09m_m200.00 1 9.998000 33 3 38 11 0 1043.000
si4_b09m_m200.03 1 45.993000 67 3 87 15 0 1291.000
si4_b09m_m200.06 1 80.987000 53 3 48 12 0 1144.000
si4_b09m_m200.02 1 13.997000 54 2 72 14 0 1238.000
si4_b09m_m200.04 1 18.997000 60 2 71 15 0 1148.000
si4_b09m_m200.05 1 12.998000 44 3 26 12 0 1195.000
si4_b09m_m200.07 1 15.997000 56 2 60 15 0 1256.000
si4_b09m_m200.08 1 12.998000 26 3 23 13 0 1104.000
si4_b09m_m200.09 1 10.998000 62 3 53 15 0 1103.000
si4_m4Dr4_m625.07 1 310.952000 140 21 127 40 2 30632.000
si4_m4Dr4_m625.05 1 50.992000 210 20 273 43 2 18775.000
si4_m4Dr4_m625.01 1 60.990000 219 28 188 40 2 23244.000
si4_m4Dr4_m625.08 1 421.935000 134 21 123 36 1 34891.000
si4_m4Dr4_m625.09 1 158.975000 229 20 209 43 1 15079.000
si4_m4Dr4_m625.00 1 1372.791000 146 118 166 35 1 15860.00
si4_m4Dr4_m625.04 1 82.987000 224 18 204 46 1 27213.000
si4_m4Dr4_m625.06 1 507.922000 149 20 121 37 1 19666.000
si4_m4Dr4_m625.03 1 170.974000 124 22 194 36 2 21541.000
si4_m4Dr4_m625.02 1 49.992000 291 43 293 44 1 15675.000
si4_m4Dr4_m1296.03 1 658.899000 954 93 867 123 6 296548.000
si4_m4Dr4_m1296.01 1 1896.711000 557 101 508 109 6 147497.000
si4_m4Dr4_m1296.00 1 225.965000 959 151 872 124 10 177193.000
si4_m4Dr4_m1296.07 1 376.942000 1063 95 869 126 5 125712.000
si4_m4Dr4_m1296.02 1 225.965000 817 93 837 124 6 140586.000
si4_m4Dr4_m1296.04 1 396.939000 547 95 512 107 6 207584.000
si4_m4Dr4_m1296.09 1 375.942000 1083 96 936 119 6 315098.000
si4_m4Dr4_m1296.06 1 5092.225000 605 218 545 108 6 392983.000
si4_m4Dr4_m1296.08 1 375.942000 1638 150 1671 149 6 193298.000
si4_m4Dr4_m1296.05 1 3130.524000 622 164 580 108 5 333410.00
si2_r005_m400.05 1 100000000 4506 4825 31972 2339 100000000 50280.00
si2_r005_m400.06 1 11827874.889000 2423 1457 57697 1654 100000000 1525619.000
si2_r005_m400.08 1 140262.676000 2883 3031 3124 1349 100000000 192495.000
si2_r005_m400.02 1 713995.456000 388342 74097 11290 33837 100000000 5246601.000
si2_r005_m400.03 1 67483421.960000 6386 1173 65662 885 100000000 1392324.000
si2_r005_m400.00 1 7889372.633000 1563 1355 56556 559 100000000 925908.000
si2_r005_m400.07 1 89634207.529000 14194 1627 104079 1262 100000000 4355863.000
si2_r005_m400.09 1 50220808.276000 633 146 295669 191 100000000 68332.000
si2_r005_m400.04 1 1105825.888000 8604 10261 2580 2701 100000000 1267279.000
si2_r005_m400.01 1 8443404.407000 818 237 4313 326 100000000 866856.000
si2_b06m_m400.03 1 9.998000 64 3 60 23 0 2411.000
si2_b06m_m400.06 1 14.997000 63 3 97 22 0 2855.000
si2_b06m_m400.05 1 33.994000 58 4 88 19 0 2443.000
si2_b06m_m400.01 1 11.998000 46 5 41 18 0 2421.000
si2_b06m_m400.00 1 12.998000 81 4 64 22 0 2867.000
si2_b06m_m400.08 1 14.997000 128 4 123 40 0 2604.000
si2_b06m_m400.07 1 13.997000 87 4 127 24 0 2631.000
si2_b06m_m400.09 1 18.997000 58 3 55 17 0 2463.000
si2_b06m_m400.04 1 57.991000 55 3 88 18 0 2424.000
si2_b06m_m400.02 1 11.998000 41 6 31 13 0 2678.000
si6_r005_m600.02 1 563631.315000 10798 1988 10549 2884 100000000 376793.000
si6_r005_m600.08 1 1125412.911000 11179 1766 9922 1833 100000000 558220.00
si6_r005_m600.03 1 583854.240000 26101 13075 25729 10574 100000000 765634.000
si6_r005_m600.05 1 259392.566000 20537 8915 10936 7116 100000000 176272.000
si6_r005_m600.07 1 2130236.154000 19645 6932 18140 5693 100000000 540736.000
si6_r005_m600.04 1 2078879.962000 22759 10047 18070 6123 100000000 602171.000
si6_r005_m600.06 1 6291050.614000 38033 21004 40555 13822 100000000 977713.000
si6_r005_m600.01 1 94710.601000 10659 1556 71358 1139 100000000 242412.000
si6_r005_m600.09 1 149579.260000 26072 13179 30938 10176 100000000 139966.000
si6_r005_m600.00 1 430948.485000 10748 1756 12688 1721 100000000 271136.000
si6_r005_m200.02 1 4792.271000 224 44 331 52 100000000 5746.000
si6_r005_m200.08 1 6676.984000 214 53 186 44 100000000 6493.000
si6_r005_m200.09 1 1768.731000 207 10 180 40 100000000 2679.000
si6_r005_m200.05 1 1917.708000 222 241 195 36 100000000 5082.000
si6_r005_m200.03 1 3669.442000 207 16 177 31 100000000 5331.000
si6_r005_m200.00 1 11793.207000 237 278 178 39 100000000 5609.000
si6_r005_m200.04 1 857.869000 215 75 187 28 100000000 4918.000
si6_r005_m200.07 1 1864.716000 207 24 247 30 100000000 4899.000
si6_r005_m200.01 1 499.924000 202 8 302 31 100000000 2443.000
si6_r005_m200.06 1 376.942000 199 6 202 25 100000000 2377.000
si2_m4Dr6_m625.06 1 171.973000 68 10 64 30 1 13922.000
si2_m4Dr6_m625.08 1 220.966000 137 14 128 35 0 14484.000
si2_m4Dr6_m625.07 1 265.959000 79 10 78 31 1 9885.000
si2_m4Dr6_m625.03 1 198.969000 74 10 116 37 0 12737.000
si2_m4Dr6_m625.04 1 102.984000 71 9 66 28 1 15890.00
si2_m4Dr6_m625.05 1 296.954000 74 15 73 29 0 9949.000
si2_m4Dr6_m625.09 1 192.970000 154 83 237 34 0 13799.000
si2_m4Dr6_m625.01 1 148.977000 75 18 70 27 0 14948.000
si2_m4Dr6_m625.02 1 355.945000 80 19 75 36 1 32754.000
si2_m4Dr6_m625.00 1 25.996000 114 9 142 34 0 7476.000
si6_b03_m800.02 1 3215.511000 232 53 201 386 0 28010.00
si6_b03_m800.04 1 3036.538000 230 66 216 414 1 24662.000
si6_b03_m800.03 1 2655.596000 226 53 210 390 0 27013.000
si6_b03_m800.05 1 2636.599000 225 52 346 421 1 27797.000
si6_b03_m800.06 1 4771.274000 227 54 200 416 0 25369.000
si6_b03_m800.01 1 5240.203000 226 53 199 407 0 31647.000
si6_b03_m800.00 1 2821.571000 327 74 369 399 0 28808.000
si6_b03_m800.07 1 2631.599000 228 53 208 419 1 28937.000
si6_b03_m800.09 1 2636.599000 231 53 230 410 0 33171.000
si6_b03_m800.08 1 2648.597000 228 57 199 421 0 28508.000
si4_m4D_m1296.09 1 1729.737000 1055 195 961 155 2 120034.000
si4_m4D_m1296.06 1 1792.727000 727 124 717 138 2 143568.000
si4_m4D_m1296.05 1 1993.696000 760 144 726 138 2 132082.000
si4_m4D_m1296.00 1 6980.938000 533 151 475 352 100000000 620553.000
si4_m4D_m1296.03 1 6611.994000 556 199 792 376 100000000 430861.000
si4_m4D_m1296.04 1 2422.631000 751 126 692 139 2 143232.000
si4_m4D_m1296.08 1 6585.998000 100000000 100000000 1255 300 100000000 479541.000
si4_m4D_m1296.02 1 6637.990000 723 295 620 320 100000000 409593.000
si4_m4D_m1296.01 1 1420.784000 758 132 1171 143 2 155652.000
si4_m4D_m1296.07 1 1355.793000 738 124 690 151 2 127545.000
si6_b03m_m400.03 1 31.995000 70 21 55 24 0 5544.000
si6_b03m_m400.01 1 18.997000 84 9 85 28 0 5417.000
si6_b03m_m400.09 1 30.995000 77 9 66 28 0 5663.000
si6_b03m_m400.08 1 24.996000 106 9 70 28 1 5495.000
si6_b03m_m400.07 1 22.996000 58 10 53 26 0 5106.000
si6_b03m_m400.02 1 26.995000 39 14 37 21 1 5258.000
si6_b03m_m400.05 1 16.997000 37 9 59 22 1 5343.000
si6_b03m_m400.00 1 21.996000 41 11 36 21 1 5340.00
si6_b03m_m400.06 1 27.995000 140 21 110 37 0 5912.000
si6_b03m_m400.04 1 20.996000 90 13 52 24 0 6250.00
si4_m4D_m256.07 1 50.992000 34 6 31 14 0 1206.000
si4_m4D_m256.06 1 29.995000 35 4 33 17 0 1224.000
si4_m4D_m256.05 1 45.993000 60 4 34 20 0 1243.000
si4_m4D_m256.08 1 41.993000 39 5 51 22 0 1941.000
si4_m4D_m256.04 1 84.987000 42 6 37 22 0 2231.000
si4_m4D_m256.09 1 79.987000 64 9 37 26 0 1645.000
si4_m4D_m256.02 1 41.993000 41 3 35 17 0 1278.000
si4_m4D_m256.00 1 48.992000 41 6 40 25 0 2007.000
